id,compound_name,adduct,score,precursor_mz,ion_mobility,ccs,rt,mol_formula,smiles,inchi,inchi_key,method
960,"(2R,3S,4S,5R,6S)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol",[M+NH4]+,0.925,496.20245361328114,,,,C20H30O13,OCC1(O)COC(OCC2OC(OC=3C=C(OC)C(OC)=C(OC)C3)C(O)C(O)C2O)C1O,"InChI=1S/C20H30O13/c1-27-10-4-9(5-11(28-2)16(10)29-3)32-18-15(24)14(23)13(22)12(33-18)6-30-19-17(25)20(26,7-21)8-31-19/h4-5,12-15,17-19,21-26H,6-8H2,1-3H3/t12-,13-,14+,15-,17+,18-,19+,20-/m1/s1",CKGKQISENBKOCA-NHBPFIHPSA-N,spectral_library_annotation
960,"(2R,3S,4S,5R,6S)-2-[(3,4,5-trihydroxyoxan-2-yl)oxymethyl]-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol",[M+NH4]+,0.892,496.20245361328114,,,,C20H30O13,OC1COC(OCC2OC(OC=3C=C(OC)C(OC)=C(OC)C3)C(O)C(O)C2O)C(O)C1O,"InChI=1S/C20H30O13/c1-27-10-4-8(5-11(28-2)18(10)29-3)32-20-17(26)15(24)14(23)12(33-20)7-31-19-16(25)13(22)9(21)6-30-19/h4-5,9,12-17,19-26H,6-7H2,1-3H3/t9?,12-,13?,14-,15+,16?,17-,19?,20-/m1/s1",GGIDHIBVLYVTAU-QGPLIYBISA-N,spectral_library_annotation
960,"(2R,3S,4S,5R,6S)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol",[M+NH4]+,0.868,496.20245361328114,,,,C20H30O13,OCC1(O)COC(OCC2OC(OC=3C=C(OC)C(OC)=C(OC)C3)C(O)C(O)C2O)C1O,"InChI=1S/C20H30O13/c1-27-10-4-9(5-11(28-2)16(10)29-3)32-18-15(24)14(23)13(22)12(33-18)6-30-19-17(25)20(26,7-21)8-31-19/h4-5,12-15,17-19,21-26H,6-8H2,1-3H3/t12-,13-,14+,15-,17+,18-,19+,20-/m1/s1",CKGKQISENBKOCA-NHBPFIHPSA-N,spectral_library_annotation
960,"NCGC00180666-02!(2R,3S,4S,5R,6S)-2-[(3,4,5-trihydroxyoxan-2-yl)oxymethyl]-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol",[M+NH4]+,0.852,496.203,,,,C20H30O13,COC1=CC(O[C@@H]2O[C@H](COC3OCC(O)C(O)C3O)[C@@H](O)[C@H](O)[C@H]2O)=CC(OC)=C1OC,"InChI=1S/C20H30O13/c1-27-10-4-8(5-11(28-2)18(10)29-3)32-20-17(26)15(24)14(23)12(33-20)7-31-19-16(25)13(22)9(21)6-30-19/h4-5,9,12-17,19-26H,6-7H2,1-3H3/t9?,12-,13?,14-,15+,16?,17-,19?,20-/m1/s1",GGIDHIBVLYVTAU-QGPLIYBISA-N,spectral_library_annotation
960,"NCGC00180025-03!(2R,3S,4S,5R,6S)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol",[M+NH4]+,0.842,496.203,,,,C20H30O13,COC1=CC(O[C@@H]2O[C@H](CO[C@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)=CC(OC)=C1OC,"InChI=1S/C20H30O13/c1-27-10-4-9(5-11(28-2)16(10)29-3)32-18-15(24)14(23)13(22)12(33-18)6-30-19-17(25)20(26,7-21)8-31-19/h4-5,12-15,17-19,21-26H,6-8H2,1-3H3/t12-,13-,14+,15-,17+,18-,19+,20-/m1/s1",CKGKQISENBKOCA-NHBPFIHPSA-N,spectral_library_annotation
960,"(2R,3S,4S,5R,6S)-2-[(3,4,5-trihydroxyoxan-2-yl)oxymethyl]-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol",[M+NH4]+,0.828,496.20245361328114,,,,C20H30O13,OC1COC(OCC2OC(OC=3C=C(OC)C(OC)=C(OC)C3)C(O)C(O)C2O)C(O)C1O,"InChI=1S/C20H30O13/c1-27-10-4-8(5-11(28-2)18(10)29-3)32-20-17(26)15(24)14(23)12(33-20)7-31-19-16(25)13(22)9(21)6-30-19/h4-5,9,12-17,19-26H,6-7H2,1-3H3/t9?,12-,13?,14-,15+,16?,17-,19?,20-/m1/s1",GGIDHIBVLYVTAU-QGPLIYBISA-N,spectral_library_annotation
998,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol",[M+H]+,0.753,347.1337,,,,C15H22O9,OCC1OC(OC=2C=C(OC)C(OC)=C(OC)C2)C(O)C(O)C1O,"InChI=1S/C15H22O9/c1-20-8-4-7(5-9(21-2)14(8)22-3)23-15-13(19)12(18)11(17)10(6-16)24-15/h4-5,10-13,15-19H,6H2,1-3H3/t10-,11-,12+,13-,15-/m1/s1",NBLLRWANAFOKON-ZHZXCYKASA-N,spectral_library_annotation
998,"2-[(4-hydroxy-3,5-dimethoxyphenyl)methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",[M+H]+,0.732,347.1336669921875,,,,C15H22O9,OC1=C(OC)C=C(C=C1OC)COC2OC(CO)C(O)C(O)C2O,"InChI=1S/C15H22O9/c1-21-8-3-7(4-9(22-2)11(8)17)6-23-15-14(20)13(19)12(18)10(5-16)24-15/h3-4,10,12-20H,5-6H2,1-2H3",VZSGMNVXQXYFPI-UHFFFAOYSA-N,spectral_library_annotation
998,"NCGC00168814-02!(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol",[M+H]+,0.726,347.133,,,,C15H22O9,COC1=CC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC(OC)=C1OC,"InChI=1S/C15H22O9/c1-20-8-4-7(5-9(21-2)14(8)22-3)23-15-13(19)12(18)11(17)10(6-16)24-15/h4-5,10-13,15-19H,6H2,1-3H3/t10-,11-,12+,13-,15-/m1/s1",NBLLRWANAFOKON-ZHZXCYKASA-N,spectral_library_annotation
1100,"(2R,3S,4S,5R,6R)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[4-(4-hydroxyphenyl)butan-2-yloxy]oxane-3,4,5-triol",[M+NH4]+,0.718,478.228271484375,,,,C21H32O11,OC1=CC=C(C=C1)CCC(OC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)C,"InChI=1S/C21H32O11/c1-11(2-3-12-4-6-13(23)7-5-12)31-19-17(26)16(25)15(24)14(32-19)8-29-20-18(27)21(28,9-22)10-30-20/h4-7,11,14-20,22-28H,2-3,8-10H2,1H3/t11?,14-,15-,16+,17-,18+,19-,20+,21-/m1/s1",QJVVGCSWIOLQDG-PROUKMOUSA-N,spectral_library_annotation
1124,SYRINGIC ACID,[M+H]+,0.827,199.0600994,,,,C9H10O5,O=C(O)C1=CC(OC)=C(O)C(OC)=C1,"InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)",JMSVCTWVEWCHDZ-UHFFFAOYSA-N,spectral_library_annotation
1124,SYRINGIC ACID,[M+H]+,0.797,199.0600994,,,,C9H10O5,O=C(O)C1=CC(OC)=C(O)C(OC)=C1,"InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)",JMSVCTWVEWCHDZ-UHFFFAOYSA-N,spectral_library_annotation
1124,SYRINGIC ACID,[M+H]+,0.774,199.0600994,,,,C9H10O5,O=C(O)C1=CC(OC)=C(O)C(OC)=C1,"InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)",JMSVCTWVEWCHDZ-UHFFFAOYSA-N,spectral_library_annotation
1195,roseoside,[M+H]+,0.785,387.203,,,,C19H30O8,CC([C@@](/C=C/[C@H](O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)C)(O)C(C)(C)C2)=CC2=O,"InChI=1S/C19H30O8/c1-10-7-12(21)8-18(3,4)19(10,25)6-5-11(2)26-17-16(24)15(23)14(22)13(9-20)27-17/h5-7,11,13-17,20,22-25H,8-9H2,1-4H3/b6-5+/t11-,13-,14-,15+,16-,17-,19-/m1/s1",SWYRVCGNMNAFEK-MHXFFUGFSA-N,spectral_library_annotation
1195,"NCGC00169491-03_C19H30O8_2-Cyclohexen-1-one, 4-[(1E)-3-(beta-D-glucopyranosyloxy)-1-buten-1-yl]-4-hydroxy-3,5,5-trimethyl-, (4S)-",[M+H]+,0.778,387.201,,,,C19H30O8,CC(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)\C=C\[C@@]2(O)\C(=C/C(=O)CC2(C)C)C,"InChI=1S/C19H30O8/c1-10-7-12(21)8-18(3,4)19(10,25)6-5-11(2)26-17-16(24)15(23)14(22)13(9-20)27-17/h5-7,11,13-17,20,22-25H,8-9H2,1-4H3/b6-5+/t11?,13-,14-,15+,16-,17-,19-/m1/s1",SWYRVCGNMNAFEK-CLCVOTHJSA-N,spectral_library_annotation
1195,"NCGC00169491-02!(4S)-4-hydroxy-3,5,5-trimethyl-4-[(E)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]cyclohex-2-en-1-one",[M+H]+,0.766,387.201,,,,C19H30O8,CC(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)\C=C\[C@@]2(O)C(C)=CC(=O)CC2(C)C,"InChI=1S/C19H30O8/c1-10-7-12(21)8-18(3,4)19(10,25)6-5-11(2)26-17-16(24)15(23)14(22)13(9-20)27-17/h5-7,11,13-17,20,22-25H,8-9H2,1-4H3/b6-5+/t11?,13-,14-,15+,16-,17-,19-/m1/s1",SWYRVCGNMNAFEK-CLCVOTHJSA-N,spectral_library_annotation
1195,"NCGC00385291-01_C19H30O8_3-Buten-2-one, 4-[4-(beta-D-glucopyranosyloxy)-2-hydroxy-2,6,6-trimethylcyclohexylidene]-",[M+H]+,0.702,387.201,,,,C19H30O8,CC(=O)[CH]=[C]=[C]1C(C)(C)CC(CC1(C)O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,"InChI=1S/C19H30O8/c1-10(21)5-6-13-18(2,3)7-11(8-19(13,4)25)26-17-16(24)15(23)14(22)12(9-20)27-17/h5,11-12,14-17,20,22-25H,7-9H2,1-4H3/t6?,11?,12-,14-,15+,16-,17-,19?/m1/s1",OSUSRWMGHUUXBY-OHWUEDFNSA-N,spectral_library_annotation
1275,"Gabapentin Related Compound E, 1-(carboxymethyl)cyclohexanecarboxylic acid, 1-(carboxymethyl)cyclohexane-1-carboxylic acid",[M+H]+,0.874,187.0965,,,,C9H14O4,C1CC[C@@](CC1)(C(=O)O)CC(=O)O,"InChI=1S/C9H14O4/c10-7(11)6-9(8(12)13)4-2-1-3-5-9/h1-6H2,(H,10,11)(H,12,13)",SDAXMMUAZRUWNL-UHFFFAOYSA-N,spectral_library_annotation
1275,"Gabapentin Related Compound E, 1-(carboxymethyl)cyclohexanecarboxylic acid, 1-(carboxymethyl)cyclohexane-1-carboxylic acid",[M+H]+,0.803,187.0965,,,,C9H14O4,C1CC[C@@](CC1)(C(=O)O)CC(=O)O,"InChI=1S/C9H14O4/c10-7(11)6-9(8(12)13)4-2-1-3-5-9/h1-6H2,(H,10,11)(H,12,13)",SDAXMMUAZRUWNL-UHFFFAOYSA-N,spectral_library_annotation
1275,"Gabapentin Related Compound E, 1-(carboxymethyl)cyclohexanecarboxylic acid, 1-(carboxymethyl)cyclohexane-1-carboxylic acid",[M+H]+,0.767,187.0965,,,,C9H14O4,C1CC[C@@](CC1)(C(=O)O)CC(=O)O,"InChI=1S/C9H14O4/c10-7(11)6-9(8(12)13)4-2-1-3-5-9/h1-6H2,(H,10,11)(H,12,13)",SDAXMMUAZRUWNL-UHFFFAOYSA-N,spectral_library_annotation
1275,"Gabapentin Related Compound E, 1-(carboxymethyl)cyclohexanecarboxylic acid, 1-(carboxymethyl)cyclohexane-1-carboxylic acid",[M+H]+,0.716,187.0965,,,,C9H14O4,C1CC[C@@](CC1)(C(=O)O)CC(=O)O,"InChI=1S/C9H14O4/c10-7(11)6-9(8(12)13)4-2-1-3-5-9/h1-6H2,(H,10,11)(H,12,13)",SDAXMMUAZRUWNL-UHFFFAOYSA-N,spectral_library_annotation
1275,"Gabapentin Related Compound E, 1-(carboxymethyl)cyclohexanecarboxylic acid, 1-(carboxymethyl)cyclohexane-1-carboxylic acid",[M+H]+,0.705,187.0965,,,,C9H14O4,C1CC[C@@](CC1)(C(=O)O)CC(=O)O,"InChI=1S/C9H14O4/c10-7(11)6-9(8(12)13)4-2-1-3-5-9/h1-6H2,(H,10,11)(H,12,13)",SDAXMMUAZRUWNL-UHFFFAOYSA-N,spectral_library_annotation
1321,"Epicatechin, (2R,3R)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol",[M+H]+,0.976,291.087008168,,,,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,spectral_library_annotation
1321,"Catechin, (2R,3S)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol",[M+H]+,0.970,291.087008168,,,,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1",PFTAWBLQPZVEMU-DZGCQCFKSA-N,spectral_library_annotation
1321,EPICATECHIN,[M+H]+,0.970,291.0863142,,,,C15H14O6,OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2)C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,spectral_library_annotation
1321,CATECHIN,[M+H]+,0.966,291.0863142,,,,C15H14O6,OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2)C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1",PFTAWBLQPZVEMU-DZGCQCFKSA-N,spectral_library_annotation
1321,Catechin,[M+H]+,0.956,291.086,,,,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1",PFTAWBLQPZVEMU-DZGCQCFKSA-N,spectral_library_annotation
1321,Epicatechin,[M+H]+,0.943,291.0863,,,1.1662,C15H14O6,OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2)C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,spectral_library_annotation
1321,EPICATECHIN,[M+H]+,0.943,291.0863142,,,,C15H14O6,OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2)C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,spectral_library_annotation
1321,Epicatechin,[M+H]+,0.941,291.0863,,,1.1662,C15H14O6,OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2)C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,spectral_library_annotation
1321,Epicatechin,[M+H]+,0.933,291.0851,,,3.007433,C15H14O6,OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2)C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,spectral_library_annotation
1321,CIANIDANOL,[M+H]+,0.933,291.0863,,,0.768,C15H14O6,OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2)C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1",PFTAWBLQPZVEMU-DZGCQCFKSA-N,spectral_library_annotation
1383,Cyclo(Leu-Pro),[M+H]+,0.905,211.1442,,,1.285867,C11H18N2O2,O=C1N2CCCC2C(O)=NC1CC(C)C,"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)/t8-,9-/m0/s1",SZJNCZMRZAUNQT-IUCAKERBSA-N,spectral_library_annotation
1383,Cyclo(proline-leucine),[M+H]+,0.792,211.1441043,,,4.02605,C11H18N2O2,CC(C)CC1N=C(O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)",SZJNCZMRZAUNQT-UHFFFAOYNA-N,spectral_library_annotation
1383,Cyclo(proline-leucine),[M+H]+,0.752,211.1441043,,,4.02605,C11H18N2O2,CC(C)CC1N=C(O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)",SZJNCZMRZAUNQT-UHFFFAOYNA-N,spectral_library_annotation
1384,"(2R,3S)-7-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol",[M+H]+,0.726,423.1269,,,0.7077,C20H22O10,OC1=CC=C(C=C1O)C2OC3=CC(OC4OC(CO)C(O)C4O)=CC(O)=C3CC2O,"InChI=1S/C20H22O10/c21-7-16-17(26)18(27)20(30-16)28-9-4-12(23)10-6-14(25)19(29-15(10)5-9)8-1-2-11(22)13(24)3-8/h1-5,14,16-27H,6-7H2/t14-,16-,17-,18+,19+,20+/m0/s1",JRAAEKBJXQXXBZ-DAJYORATSA-N,spectral_library_annotation
1384,"2-[[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-3,4,5-triol",[M+H]+,0.712,423.1286,,,,C20H22O10,OC1=CC=C(C=C1O)C2OC3=CC(OC4OCC(O)C(O)C4O)=CC(O)=C3CC2O,"InChI=1S/C20H22O10/c21-11-2-1-8(3-13(11)23)19-14(24)6-10-12(22)4-9(5-16(10)30-19)29-20-18(27)17(26)15(25)7-28-20/h1-5,14-15,17-27H,6-7H2/t14-,15?,17?,18?,19+,20?/m0/s1",UQKKDJWFQBNZBJ-PTVYBAHFSA-N,spectral_library_annotation
1389,Vanillin,[M+H]+,0.922,153.0545,,,1.14815,C8H8O3,O=CC1=CC=C(O)C(OC)=C1,"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,spectral_library_annotation
1389,3-METHYLSALICYLIC ACID,[M+H]+,0.911,153.0546201,,,,C8H8O3,O=C(O)C1=CC=CC(=C1O)C,"InChI=1S/C8H8O3/c1-5-3-2-4-6(7(5)9)8(10)11/h2-4,9H,1H3,(H,10,11)",WHSXTWFYRGOBGO-UHFFFAOYSA-N,spectral_library_annotation
1389,3-METHYLSALICYLIC ACID,[M+H]+,0.911,153.0546201,,,,C8H8O3,O=C(O)C1=CC=CC(=C1O)C,"InChI=1S/C8H8O3/c1-5-3-2-4-6(7(5)9)8(10)11/h2-4,9H,1H3,(H,10,11)",WHSXTWFYRGOBGO-UHFFFAOYSA-N,spectral_library_annotation
1389,VANILLIN,[M+H]+,0.708,153.0546201,,,,C8H8O3,O=CC1=CC=C(O)C(OC)=C1,"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,spectral_library_annotation
1446,"NCGC00385412-01_C21H32O10_2,4-Pentadienoic acid, 5-[(1R,3S,5R,8S)-3-(beta-D-glucopyranosyloxy)-8-hydroxy-1,5-dimethyl-6-oxabicyclo[3.2.1]oct-8-yl]-3-methyl-, (2Z,4E)-",[M+H]+,0.855,445.207,,,,C21H32O10,CC(/C=C/[C@]1(O)[C@@]2(C)CO[C@]1(C)C[C@@H](C2)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C/C(O)=O,"InChI=1S/C21H32O10/c1-11(6-14(23)24)4-5-21(28)19(2)7-12(8-20(21,3)29-10-19)30-18-17(27)16(26)15(25)13(9-22)31-18/h4-6,12-13,15-18,22,25-28H,7-10H2,1-3H3,(H,23,24)/b5-4+,11-6-/t12-,13-,15-,16+,17-,18-,19-,20-,21+/m1/s1",UHHVHDDICOEBTQ-QCJIOVKVSA-N,spectral_library_annotation
1475,"(2R,3S,4S,5R,6R)-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4-diol",[M+NH4]+,0.922,434.2020568847656,,,,C19H28O10,OCC1OC(OCCC=2C=CC=CC2)C(OC3OCC(O)(CO)C3O)C(O)C1O,"InChI=1S/C19H28O10/c20-8-12-13(22)14(23)15(29-18-16(24)19(25,9-21)10-27-18)17(28-12)26-7-6-11-4-2-1-3-5-11/h1-5,12-18,20-25H,6-10H2/t12-,13-,14+,15-,16+,17-,18+,19-/m1/s1",UWKRNCNWJVCHGZ-DERWZFJFSA-N,spectral_library_annotation
1475,"(2R,3S,4S,5R,6R)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(2-phenylethoxy)oxane-3,4,5-triol",[M+NH4]+,0.920,434.2020568847656,,,,C19H28O10,OCC1(O)COC(OCC2OC(OCCC=3C=CC=CC3)C(O)C(O)C2O)C1O,"InChI=1S/C19H28O10/c20-9-19(25)10-28-18(16(19)24)27-8-12-13(21)14(22)15(23)17(29-12)26-7-6-11-4-2-1-3-5-11/h1-5,12-18,20-25H,6-10H2/t12-,13-,14+,15-,16+,17-,18+,19-/m1/s1",GZSQKOFXMZDKPV-DERWZFJFSA-N,spectral_library_annotation
1475,"(2R,3S,4S,5R,6R)-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4-diol",[M+NH4]+,0.894,434.2020568847656,,,,C19H28O10,OCC1OC(OCCC=2C=CC=CC2)C(OC3OCC(O)(CO)C3O)C(O)C1O,"InChI=1S/C19H28O10/c20-8-12-13(22)14(23)15(29-18-16(24)19(25,9-21)10-27-18)17(28-12)26-7-6-11-4-2-1-3-5-11/h1-5,12-18,20-25H,6-10H2/t12-,13-,14+,15-,16+,17-,18+,19-/m1/s1",UWKRNCNWJVCHGZ-DERWZFJFSA-N,spectral_library_annotation
1475,"(2R,3S,4S,5R,6R)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(2-phenylethoxy)oxane-3,4,5-triol",[M+NH4]+,0.884,434.2020568847656,,,,C19H28O10,OCC1(O)COC(OCC2OC(OCCC=3C=CC=CC3)C(O)C(O)C2O)C1O,"InChI=1S/C19H28O10/c20-9-19(25)10-28-18(16(19)24)27-8-12-13(21)14(22)15(23)17(29-12)26-7-6-11-4-2-1-3-5-11/h1-5,12-18,20-25H,6-10H2/t12-,13-,14+,15-,16+,17-,18+,19-/m1/s1",GZSQKOFXMZDKPV-DERWZFJFSA-N,spectral_library_annotation
1475,"(2S,3R,4S,5R)-2-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-(2-phenylethoxy)oxan-3-yl]oxyoxane-3,4,5-triol",[M+NH4]+,0.729,434.2020568847656,,,,C19H28O10,OCC1OC(OCCC=2C=CC=CC2)C(OC3OCC(O)C(O)C3O)C(O)C1O,"InChI=1S/C19H28O10/c20-8-12-14(23)15(24)17(29-18-16(25)13(22)11(21)9-27-18)19(28-12)26-7-6-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2/t11-,12-,13+,14-,15+,16-,17-,18+,19-/m1/s1",CGZNTHDUAFIKOH-BMVMOQKNSA-N,spectral_library_annotation
1475,"(2R,3S,4S,5R,6R)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(2-phenylethoxy)oxane-3,4,5-triol",[M+NH4]+,0.710,434.2020568847656,,,,C19H28O10,OCC1(O)COC(OCC2OC(OCCC=3C=CC=CC3)C(O)C(O)C2O)C1O,"InChI=1S/C19H28O10/c20-9-19(25)10-28-18(16(19)24)27-8-12-13(21)14(22)15(23)17(29-12)26-7-6-11-4-2-1-3-5-11/h1-5,12-18,20-25H,6-10H2/t12-,13-,14+,15-,16+,17-,18+,19-/m1/s1",GZSQKOFXMZDKPV-DERWZFJFSA-N,spectral_library_annotation
1475,"(2R,3S,4S,5R,6R)-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4-diol",[M+NH4]+,0.710,434.2020568847656,,,,C19H28O10,OCC1OC(OCCC=2C=CC=CC2)C(OC3OCC(O)(CO)C3O)C(O)C1O,"InChI=1S/C19H28O10/c20-8-12-13(22)14(23)15(29-18-16(24)19(25,9-21)10-27-18)17(28-12)26-7-6-11-4-2-1-3-5-11/h1-5,12-18,20-25H,6-10H2/t12-,13-,14+,15-,16+,17-,18+,19-/m1/s1",UWKRNCNWJVCHGZ-DERWZFJFSA-N,spectral_library_annotation
