id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
452_group1_sirius_11310	C28H58O9	[M + H]+	C28H58O9	Fatty acids	0.9697183966636658	Glycerolipids	0.3965893089771271	Fatty acyl glycosides of mono- and disaccharides	0.4781956672668457	Hexoses	0.6375036239624023	Monosaccharides	0.932659387588501	Carbohydrates and carbohydrate conjugates	0.9818148016929626	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	11310
453_group1_sirius_8019	C15H28O3	[M + H]+	C15H28O3	Fatty acids	0.975767195224762	Fatty Acids and Conjugates	0.9197425246238708	Oxo fatty acids	0.48300617933273315	Long-chain fatty acids	0.9306095242500305	Long-chain fatty acids	0.9306095242500305	Fatty acids and conjugates	0.9042608141899109	Fatty Acyls	0.9410331845283508	Lipids and lipid-like molecules	0.9215944409370422	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	8019
454_group1_sirius_11972	C10H15NO4P8	[M + K]+	C10H15NO4P8	Shikimates and Phenylpropanoids	0.9875168204307556	Tyrosine alkaloids	0.12953819334506989	Marine-bacterial DPEs	0.26581433415412903	Benzene and substituted derivatives	0.6032875776290894					Benzene and substituted derivatives	0.6032875776290894	Benzenoids	0.13311238586902618	Organic compounds; Organooxygen compounds; Benzene and substituted derivatives; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	11972
455_group1_sirius_3354	C11H16NO15P7	[M + H]+	C11H16NO15P7	Carbohydrates	0.7646715044975281	Diphenyl ethers (DPEs)	0.15849421918392181	Marine-bacterial DPEs	0.034561920911073685	Monosaccharides	0.842952311038971	Monosaccharides	0.842952311038971	Carbohydrates and carbohydrate conjugates	0.6745734810829163	Organooxygen compounds	0.9999979734420776	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Diazines; Monosaccharides; Secondary alcohols; Oxolanes; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3354
456_group1_sirius_10020	C19H34O4	[M + H]+	C19H34O4	Fatty acids	0.9882051944732666	Fatty acyls	0.9769538044929504	Fatty alcohols	0.9199302196502686	Long-chain fatty alcohols	0.7358777523040771	Long-chain fatty alcohols	0.7358777523040771	Fatty alcohols	0.6809693574905396	Fatty Acyls	0.829300045967102	Lipids and lipid-like molecules	0.9469923377037048	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Fatty alcohol esters; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Acetylides; Organic oxygen compounds; Chemical entities	10020
457_group1_sirius_89	C13H26O4	[M + K]+	C13H26O4	Fatty acids	0.9867628216743469	Fatty Acids and Conjugates	0.928860604763031	Hydroxy fatty acids	0.8415664434432983	Medium-chain fatty acids	0.6871931552886963	Medium-chain fatty acids	0.6871931552886963	Fatty acids and conjugates	0.9263345003128052	Fatty Acyls	0.9669774770736694	Lipids and lipid-like molecules	0.9755975008010864	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	89
458_group1_sirius_10041	C22H17N3O3	[M + H]+	C22H17N3O3	Alkaloids	0.7623813152313232	Tryptophan alkaloids	0.9048584699630737	Carboline alkaloids	0.2534649670124054	Amino acids and derivatives	0.7586411833763123	Amino acids and derivatives	0.7586411833763123	Amino acids, peptides, and analogues	0.7594941258430481	Carboxylic acids and derivatives	0.9736223816871643	Organic acids and derivatives	0.95147705078125	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid imides; N-unsubstituted carboxylic acid imides; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	10041
459_group1_sirius_6692	C14H16O3	[M + H]+	C14H16O3	Polyketides	0.6388241648674011	Meroterpenoids	0.5349801778793335	Miscellaneous meroterpenoids	0.09894252568483353	Aryl ketones	0.6776686906814575	Ketones	0.8031426668167114	Carbonyl compounds	0.9950729012489319	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Ketones; Aldehydes; Phenols; Organooxygen compounds; Carbonyl compounds; Benzenoids; Aryl-aldehydes; Aryl ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	6692
460_group1_sirius_230	C10H16O5	[M + Na]+	C10H16O5	Polyketides	0.6395649909973145	Macrolides	0.37496843934059143	Macrolide lactones	0.7350014448165894	Dicarboxylic acids and derivatives	0.8356224298477173			Dicarboxylic acids and derivatives	0.8356224298477173	Carboxylic acids and derivatives	0.9950824975967407	Organic acids and derivatives	0.9980828762054443	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	230
462_group1_sirius_193	C11H13N3O2	[M + H]+	C11H13N3O2	Alkaloids	0.9885417222976685	Nicotinic acid alkaloids	0.7931879162788391	Pyridine alkaloids	0.8020159602165222	Benzoic acids	0.6104118227958679	Benzoic acids	0.6104118227958679	Benzoic acids and derivatives	0.5348008871078491	Benzene and substituted derivatives	0.1768241822719574	Benzenoids	0.20477032661437988	Organic compounds; Organoheterocyclic compounds; Benzoic acids and derivatives; Piperidines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acids; Amines; Benzoic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	193
463_group1_sirius_8648	C12H20O4	[M - H2O + H]+	C12H18O3	Fatty acids	0.7246386408805847	Macrolides	0.4118848443031311	Macrolide lactones	0.3090305030345917	Fatty Acyls	0.556713342666626					Fatty Acyls	0.556713342666626	Lipids and lipid-like molecules	0.4323064386844635	Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	8648
464_group1_sirius_14332	C13H22O3	[M + Na]+	C13H22O3	Fatty acids	0.8754338026046753	Fatty Acids and Conjugates	0.4052325189113617	Oxo fatty acids	0.42878538370132446	Fatty Acyls	0.6558082103729248					Fatty Acyls	0.6558082103729248	Lipids and lipid-like molecules	0.6904637217521667	Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	14332
465_group1_sirius_9318	C18H38O4	[M + H]+	C18H38O4	Fatty acids	0.9778004884719849	Glycerolipids	0.9710341691970825	Monoacylglycerols	0.9535297155380249	Dialkyl ethers	0.9942798614501953	Dialkyl ethers	0.9942798614501953	Ethers	0.9955756664276123	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	9318
466_group1_sirius_6132	C18H18O6	[M + H]+	C18H18O6	Shikimates and Phenylpropanoids	0.8467072248458862	Lignans	0.2774485945701599	Chalcones	0.1885528713464737	Methoxyphenols	0.5375611186027527			Methoxyphenols	0.5375611186027527	Phenols	0.9541135430335999	Benzenoids	0.9911124110221863	Organic compounds; Ketones; Alkyl aryl ethers; Phenols; Methoxyphenols; Ethers; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methyl esters; Aryl ketones; Vinylogous acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	6132
467_group1_sirius_9350	C27H30O6	[M + K]+	C27H30O6	Shikimates and Phenylpropanoids	0.8607666492462158	Coumarins	0.5049888491630554	Simple coumarins	0.23280850052833557	1-benzopyrans	0.5151194334030151			1-benzopyrans	0.5151194334030151	Benzopyrans	0.4727356433868408	Organoheterocyclic compounds	0.9853711128234863	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Alkyl aryl ethers; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	9350
468_group1_sirius_11736	C22H33N7O5	[M + H]+	C22H33N7O5	Amino acids and Peptides	0.8929539918899536	Small peptides	0.9790646433830261	Tripeptides	0.6827803254127502	Dipeptides	0.793026864528656	Peptides	0.9844565987586975	Amino acids, peptides, and analogues	0.9992590546607971	Carboxylic acids and derivatives	0.9996774196624756	Organic acids and derivatives	0.9999245405197144	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Benzoic acids and derivatives; Benzamides; Hippuric acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	11736
469_group1_sirius_6608	C17H33NO4	[M + H]+	C17H33NO4	Fatty acids	0.9946223497390747	Fatty esters	0.9982764720916748	Fatty acyl carnitines	0.9457314610481262	Acyl carnitines	0.8542572259902954	Acyl carnitines	0.8542572259902954	Fatty acid esters	0.9990501999855042	Fatty Acyls	0.9989683628082275	Lipids and lipid-like molecules	0.9982048273086548	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	6608
470_group1_sirius_1849	C15H22N2O3	[M + H]+	C15H22N2O3	Amino acids and Peptides	0.9999748468399048	Small peptides	0.9999958276748657	Dipeptides	0.9999964237213135	Dipeptides	0.9999749660491943	Peptides	0.9997367262840271	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	0.9999997615814209	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	1849
471_group1_sirius_1655	C21H16N2O3	[M + K]+	C21H16N2O3	Alkaloids	0.8203188180923462	Anthranilic acid alkaloids	0.30359184741973877	Quinazoline alkaloids	0.20695340633392334	Alkyl aryl ethers	0.7002773880958557	Alkyl aryl ethers	0.7002773880958557	Ethers	0.797480046749115	Organooxygen compounds	0.9999997615814209	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Nitriles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1655
472_group1_sirius_6436	C33H36N4O6	[M + H]+	C33H36N4O6	Alkaloids	0.9452359676361084	Histidine alkaloids	0.6346184015274048	Imidazole alkaloids	0.6788457036018372	Bilirubins	0.9993909597396851			Bilirubins	0.9993909597396851	Tetrapyrroles and derivatives	0.8378625512123108	Organoheterocyclic compounds	1.0	Organic compounds; Organoheterocyclic compounds; Pyrroles; Pyrrolines; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Bilirubins; Secondary carboxylic acid amides; Carbonyl compounds; Dipyrrins; Substituted pyrroles; N-acylimines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	6436
473_group1_sirius_2283	C15H24O6	[M + Na]+	C15H24O6	Terpenoids	0.7920205593109131	Monoterpenoids	0.28850701451301575	Menthane monoterpenoids	0.2122451663017273	Branched fatty acids	0.5443777441978455	Branched fatty acids	0.5443777441978455	Fatty acids and conjugates	0.4832160770893097	Fatty Acyls	0.6022770404815674	Lipids and lipid-like molecules	0.8788948059082031	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Branched fatty acids; Carboxylic acids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Cyclic ketones; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2283
474_group1_sirius_14381	C28H48O8	[M + H]+	C28H48O8	Fatty acids	0.711845338344574	Triterpenoids	0.1913222372531891	Macrolide lactones	0.1512272208929062	Fatty Acyls	0.698866069316864					Fatty Acyls	0.698866069316864	Lipids and lipid-like molecules	0.8702460527420044	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	14381
475_group1_sirius_13194	C12H12O9S7	[M + H]+	C12H12O9S7	Shikimates and Phenylpropanoids	0.9453417062759399	Flavonoids	0.0807679295539856	Simple phenolic acids	0.0253229308873415	Benzenesulfonic acids and derivatives	0.542686939239502			Benzenesulfonic acids and derivatives	0.542686939239502	Benzene and substituted derivatives	0.8766109943389893	Benzenoids	0.9614765644073486	Organic compounds; Organosulfur compounds; Benzenesulfonic acids and derivatives; Phenols; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	13194
476_group1_sirius_11573	C29H49NO5	[M + H]+	C29H49NO5	Terpenoids	0.8179010152816772	Steroids	0.2518102824687958	Cholane steroids	0.26577264070510864	Androstane steroids	0.8268356919288635			Androstane steroids	0.8268356919288635	Steroids and steroid derivatives	0.7545990943908691	Lipids and lipid-like molecules	0.9698497653007507	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acids; Hydroxysteroids; Carbonyl compounds; Amines; Androstane steroids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	11573
479_group1_sirius_961	C15H20O8	[M - H4O2 + H]+	C15H16O6	Shikimates and Phenylpropanoids	0.905305027961731	Phenylpropanoids (C6-C3)	0.6068944334983826	Cinnamic acids and derivatives	0.506603479385376	Coumaric acids and derivatives	0.5976889133453369	Coumaric acids and derivatives	0.5976889133453369	Hydroxycinnamic acids and derivatives	0.7720897793769836	Cinnamic acids and derivatives	0.719601035118103	Phenylpropanoids and polyketides	0.9105562567710876	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	961
481_group1_sirius_11771	C44H91O11	[M + K]+	C44H91O11	Fatty acids	0.8067812919616699	Glycerolipids	0.26558050513267517	Polyprenol derivatives	0.47046345472335815	Monosaccharides	0.658991277217865	Monosaccharides	0.658991277217865	Carbohydrates and carbohydrate conjugates	0.6376756429672241	Organooxygen compounds	0.9999996423721313	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Monosaccharides; Secondary alcohols; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	11771
482_group1_sirius_3458	C16H31NO5	[M + H]+	C16H31NO5	Fatty acids	0.2350132018327713	Fatty amides	0.4287680983543396	N-acyl amines	0.9083768129348755	N-acyl-alpha amino acids	0.9984020590782166	Amino acids and derivatives	0.999976634979248	Amino acids, peptides, and analogues	0.999980092048645	Carboxylic acids and derivatives	0.9999946355819702	Organic acids and derivatives	0.9999995231628418	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3458
484_group1_sirius_3943	C12H16O3	[M + H]+	C12H16O3	Polyketides	0.664918065071106	Cyclic polyketides	0.6416428089141846	2-pyrone derivatives	0.35221004486083984	Pyranones and derivatives	0.5804077982902527			Pyranones and derivatives	0.5804077982902527	Pyrans	0.6083994507789612	Organoheterocyclic compounds	0.8270742297172546	Organic compounds; Organoheterocyclic compounds; Pyrans; Ketones; Organooxygen compounds; Pyranones and derivatives; Carbonyl compounds; Cyclic ketones; Vinylogous esters; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3943
485_group1_sirius_354	C9H14OS	[M + H]+	C9H14OS	Fatty acids	0.8608106970787048	Fatty acyls	0.9193254709243774	Fatty aldehydes	0.27891167998313904	Sulfoxides	0.747722327709198					Sulfoxides	0.747722327709198	Organosulfur compounds	0.9997895359992981	Organic compounds; Organosulfur compounds; Sulfoxides; Carbonyl compounds; Sulfinyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	354
487_group1_sirius_1128	C19H22O6	[M - H2O + H]+	C19H20O5	Shikimates and Phenylpropanoids	0.7747315168380737	Coumarins	0.15688925981521606	Furocoumarins	0.2769835591316223	Phenol ethers	0.604336678981781					Phenol ethers	0.604336678981781	Benzenoids	0.8081854581832886	Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	1128
488_group1_sirius_10717	C7H12NO4PS8	[M + H]+	C7H12NO4PS8	Alkaloids	0.6931387186050415	Ornithine alkaloids	0.05296453461050987	Linear peptides	0.02233836054801941	Heteroaromatic compounds	0.5922508239746094					Heteroaromatic compounds	0.5922508239746094	Organoheterocyclic compounds	0.9525653719902039	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organothiophosphorus compounds; Sulfenyl compounds; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	10717
489_group1_sirius_3275	C17H16O5	[M + H]+	C17H16O5	Shikimates and Phenylpropanoids	0.99959796667099	Flavonoids	0.9985334873199463	Flavanones	0.9697322845458984	7-O-methylated flavonoids	0.5658900141716003	7-O-methylated flavonoids	0.5658900141716003	O-methylated flavonoids	0.6065770983695984	Flavonoids	0.9697797894477844	Phenylpropanoids and polyketides	0.999311089515686	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Flavans; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; O-methylated flavonoids; 7-O-methylated flavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; Monohydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	3275
491_group1_sirius_59	C19H25N5O8	[M + H]+	C19H25N5O8	Carbohydrates	0.7220093607902527	Nucleosides	0.6644962430000305	Purine nucleos(t)ides	0.6568691730499268	N-acyl-alpha amino acids and derivatives	0.7408301830291748	Amino acids and derivatives	0.7974597811698914	Amino acids, peptides, and analogues	0.8033895492553711	Carboxylic acids and derivatives	0.9952694773674011	Organic acids and derivatives	0.9992479681968689	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Benzoyl derivatives; Organooxygen compounds; Fatty acid esters; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Polyols; Benzenoids; Amines; Primary amines; Tertiary alkylarylamines; Tetrahydrofurans; Imidolactams; Dialkylarylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	59
