confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
295	1	1	1	1	0.6677695061202882	-114.33453033377731	N/A	21.353443795480015	C18H31NO2	[M + H]+	AMCKSJIHLFXIIZ	InChI=1S/C18H31NO2/c1-4-5-6-9-12-17(20)13-10-7-8-11-14-18(21)19-15-16(2)3/h7-8,11,14,16H,4-6,9-10,12-13,15H2,1-3H3,(H,19,21)	Lanyuamide I	CCCCCCC(=O)CCC=CC=CC(=O)NCC(C)C	4.30000019	5318939	COCONUT:(CNP0315181);Natural Products:(UNPD74329);PubChem:(5318939);SuperNatural:(SN00298922);PubMed	3178562	294.24299	350.33	4066_group1_sirius_11285	11285
296	1	1	1	4	0.6670632555018883	-152.2045825251541	N/A	14.499711590240079	C34H38O10	[M + H]+	YTLKRUANCXKUKM	InChI=1S/C34H38O10/c1-21(35)40-26-20-32(5,39)33-19-25(31(3,4)44-33)18-27(41-28(37)17-16-23-12-8-6-9-13-23)34(33,43-22(2)36)29(26)42-30(38)24-14-10-7-11-15-24/h6-17,25-27,29,39H,18-20H2,1-5H3	null	CC(=O)OC1CC(C23CC(CC(C2(C1OC(=O)C4=CC=CC=C4)OC(=O)C)OC(=O)C=CC5=CC=CC=C5)C(O3)(C)C)(C)O	4.07807541	""	COCONUT:(CNP0279567)	2097152	607.25453	374.775	5801_group1_sirius_12495	12495
297	1	1	1	1	0.6669907309062449	-99.0166996324551	N/A	67.04703287690563	C16H31NO	[M + H]+	HDPOYLJPONQLQO	InChI=1S/C16H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h14-15H,2-13H2,1H3,(H2,17,18)	(E)-hexadec-2-enamide	CCCCCCCCCCCCCC=CC(=O)N	6.4000001	178582;6442325	PubChem:(178582 6442325);PubMed;CHEBI:(137101)	98	254.24824	355.355990600586	4908_group1_sirius_11554	11554
298	1	1	1	1	0.6651171722870136	-17.05863118393154	N/A	23.58352426809101	C9H18N2O	[M + H]+	PZWXYRDNQYUIIU	InChI=1S/C9H18N2O/c1-11(2)9(12)10-8-6-4-3-5-7-8/h8H,3-7H2,1-2H3,(H,10,12)	1-cyclohexyl-3,3-dimethylurea	CN(C)C(=O)NC1CCCCC1	1.39999998	4594662	PubChem class - safety and toxic;Training Set;PubChem:(4594662);PubMed;additional	67649602	171.14952	184.425	3106_group1_sirius_3423	3423
299	1	1	1	1	0.66257339074833	-44.99374149505217	N/A	71.50034674702827	C11H14O4	[M + H]+	DNUPYEDSAQDUSO	InChI=1S/C11H14O4/c12-6-7-14-8-9-15-11(13)10-4-2-1-3-5-10/h1-5,12H,6-9H2	Diethylene glycol benzoate	C1=CC=C(C=C1)C(=O)OCCOCCO	1.11903524	88603	NORMAN:(NS00019652);COCONUT:(CNP0225671);Natural Products:(UNPD120025);PubChem class - food;PubChem:(88603);SuperNatural:(SN00156426);ZINC bio:(ZINC01696992);PubMed	137666626	211.09658	188.4448742674033	2015_group1_sirius_3699	3699
300	1	1	2	4	0.6618217012977018	-11.023031384101486	N/A	65.37015442805617	C10H18N2O5	[M + H]+	ZVDPYSVOZFINEE	InChI=1S/C10H18N2O5/c1-5(2)3-7(10(16)17)12-9(15)6(11)4-8(13)14/h5-7H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)	Aspartyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CC(=O)O)N	-0.906620383	332962;6992366;6992367;64895749;86306124;86306125;86306126;86306127;86306128;86306129;79001424	COCONUT:(CNP0346655);HMDB:(28757);PubChem:(332962 6992366 6992367 64895749 86306124 86306125 86306126 86306127 86306128 86306129 79001424);CHEBI:(68596);ZINC bio:(ZINC01575282);additional;Training Set;Biocyc:(CPD-20372)	2648106	247.12879	38.60921875	2254_group1_sirius_243	243
301	1	1	1	1	0.6616999510194308	-1.5085303022989383	N/A	5038.641248919721	C24H50NO7P	[M + H]+	ASWBNKHCZGQVJV	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1	1-16:0-lysoPC	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	5.5999999	86554;86555;460602;460603;5313979;10097314;71751445;71751446;124202819;124202820;136212657;136212658	HMDB:(10382 62541);SuperNatural:(SN00036442 SN00036458);ZINC bio:(ZINC08214423 ZINC08219063);additional;MeSH:(86554 460602);Plantcyc:(CPD-8343);PubMed;Lipid:(LPC(16:0));COCONUT:(CNP0123091 CNP0346626);Natural Products:(UNPD14479 UNPD24099);PubChem:(86554 86555 460602 460603 5313979 10097314 71751445 71751446 124202819 124202820 136212657 136212658);CHEBI:(72998 28468);PubChem class - bio and metabolites;KEGG:(C04102);PubChem class - safety and toxic;YMDB:(1179);Training Set;Biocyc:(CPD-8343)	4382779758	496.34047	310.64716476023193	3503_group1_sirius_9785	9785
302	1	3	1	5	0.6613282719774233	-215.82687092350704	N/A	27.486827237476586	C11H13N3O3	[M + Na]+	CFUZUDJNRCIKSC	InChI=1S/C11H13N3O3/c15-5-9-8(16)4-10(17-9)14-6-13-7-2-1-3-12-11(7)14/h1-3,6,8-10,15-16H,4-5H2	2''-Deoxyribofuranosyl-1-deazapurine	C1C(C(OC1N2C=NC3=C2N=CC=C3)CO)O	0.0950916409	195423;386995;14604485	MeSH:(195423);PubChem:(195423 386995 14604485);PubMed	70	258.08315	158.25	400_group1_sirius_2158	2158
303	1	1	1	1	0.6605730131236036	-13.683957755330551	N/A	31.57098211649186	C17H36N2O	[M + H]+	TWMFGCHRALXDAR	InChI=1S/C17H36N2O/c1-4-5-6-7-8-9-10-11-12-14-17(20)18-15-13-16-19(2)3/h4-16H2,1-3H3,(H,18,20)	Lexamine L 13	CCCCCCCCCCCC(=O)NCCCN(C)C	5.0999999	51392;20545191;101382048	NORMAN:(NS00009262);MeSH:(51392);PubChem class - safety and toxic;PubChem:(51392 20545191 101382048);PubMed	67371078	285.2901	256.6066257470811	5010_group1_sirius_7384	7384
304	1	1	1	1	0.6604346884796488	-3.9278504479290413	N/A	30.089432805354278	C11H11BrN2O2	[M + H]+	KZDNJQUJBMDHJW	InChI=1S/C11H11BrN2O2/c12-7-1-2-10-8(4-7)6(5-14-10)3-9(13)11(15)16/h1-2,4-5,9,14H,3,13H2,(H,15,16)	5-Bromotryptophan	C1=CC2=C(C=C1Br)C(=CN2)CC(C(=O)O)N	1.48153973	96735;644329;688350;6921693;6921694;17908952;44631736	NORMAN:(NS00046890);PubChem:(96735 644329 688350 6921693 6921694 17908952 44631736);CHEBI:(133686 133688);ZINC bio:(ZINC00057131 ZINC00057132);MeSH:(96735);Training Set;PubMed	286822	283.00809	157.23348289877967	5582_group1_sirius_2059	2059
305	1	1	1	1	0.66013999964727	-6.762805780957403	N/A	41.98822778166813	C9H16O4	[M + H3N + H]+	BDJRBEYXGGNYIS	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	Acnederm	C(CCCC(=O)O)CCCC(=O)O	1.71370327	2266;3801344;19347555;56933547;72735488;71309726;87110957	HMDB:(784);PubChem class - food;SuperNatural:(SN00386191 SN00002167);ZINC bio:(ZINC01531036);additional;HSDB:(123-99-9);MeSH:(2266);Plantcyc:(CPD0-1265);PubMed;NORMAN:(NS00011498);COCONUT:(CNP0086335 CNP0225848);KNApSAcK:(45634);Natural Products:(UNPD104030);PubChem:(2266 3801344 19347555 56933547 72735488 71309726 87110957);CHEBI:(48131 78208);PubChem class - bio and metabolites;KEGG:(C08261);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD0-1265)	255781758	206.13877	127.01986999511719	4040_group1_sirius_896	896
306	1	1	1	1	0.6599381769366196	-0.42886446360838637	N/A	3995.839181024969	C24H50NO7P	[M + Na]+	ASWBNKHCZGQVJV	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1	1-16:0-lysoPC	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	5.5999999	86554;86555;460602;460603;5313979;10097314;71751445;71751446;124202819;124202820;136212657;136212658	HMDB:(10382 62541);SuperNatural:(SN00036442 SN00036458);ZINC bio:(ZINC08214423 ZINC08219063);additional;MeSH:(86554 460602);Plantcyc:(CPD-8343);PubMed;COCONUT:(CNP0123091 CNP0346626);Natural Products:(UNPD14479 UNPD24099);PubChem:(86554 86555 460602 460603 5313979 10097314 71751445 71751446 124202819 124202820 136212657 136212658);CHEBI:(72998 28468);PubChem class - bio and metabolites;KEGG:(C04102);PubChem class - safety and toxic;YMDB:(1179);Training Set;Biocyc:(CPD-8343)	87812462	518.32245	311.33500000000004	3370_group1_sirius_9805	9805
307	1	1	2	2	0.6597201923261138	-16.058511203911937	N/A	21.240400902612443	C19H24O4	[M + H]+	GZVIQGVWSNEONZ	InChI=1S/C19H24O4/c20-16-7-1-14(2-8-16)5-11-18(22)13-19(23)12-6-15-3-9-17(21)10-4-15/h1-4,7-10,18-23H,5-6,11-13H2	(+)-Hannokinol	C1=CC(=CC=C1CCC(CC(CCC2=CC=C(C=C2)O)O)O)O	3.29999995	11034432;14427394;10335921;25763835	COCONUT:(CNP0317530);Natural Products:(UNPD61146 UNPD65233 UNPD83569);PubChem:(11034432 14427394 10335921 25763835);SuperNatural:(SN00020064 SN00020065 SN00020063);ZINC bio:(ZINC13378188 ZINC13378189 ZINC13378190);additional;Training Set;PubMed	3727426	317.17547	179.89999999999998	5988_group1_sirius_3223	3223
308	1	1	1	2	0.6588327626826159	-136.48251614941339	N/A	20.24264420509129	C18H18N2O3	[M + H]+	DFGNDJBYANKHIO	InChI=1S/C18H18N2O3/c19-16(18(21)22)8-13-10-20-17-7-6-14(9-15(13)17)23-11-12-4-2-1-3-5-12/h1-7,9-10,16,20H,8,11,19H2,(H,21,22)	CBChromo1_000317	C1=CC=C(C=C1)COC2=CC3=C(C=C2)NC=C3CC(C(=O)O)N	2.30399823	2053708;2053709;97908;784973;4380138;6943494	NORMAN:(NS00045118);COCONUT:(CNP0181108);PubChem:(2053708 2053709 97908 784973 4380138 6943494);ZINC bio:(ZINC00281192 ZINC02464508);MeSH:(97908 2053709);PubMed	2367558	311.13924	175.71	4207_group1_sirius_2929	2929
309	1	1	1	1	0.6583283970282661	-97.25530036381814	N/A	54.95552497569038	C13H25NO2	[M + H]+	ISTASGAHDLTQRU	InChI=1S/C13H25NO2/c1-2-3-4-5-6-7-8-9-10-13(16)14-11-12-15/h2,15H,1,3-12H2,(H,14,16)	Undecylenamide MEA	C=CCCCCCCCCC(=O)NCCO	2.95577979	88588	NORMAN:(NS00014194);PubChem class - safety and toxic;PubChem:(88588)	67371010	228.19606	408.36	5033_group1_sirius_14018	14018
310	1	1	1	1	0.657799108667262	-46.8167730777871	N/A	8.674426062419135	C9H19NO4	[M - H4O2 + H]+	SNPLKNRPJHDVJA	InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)	Bepantol	CC(C)(CO)C(C(=O)NCCCO)O	-0.899999976	4678;131204;5748487;54315096	HMDB:(4231);PubChem class - food;SuperNatural:(SN00216330 SN00002077 SN00002298);ZINC bio:(ZINC01530303 ZINC01567243);additional;HSDB:(81-13-0);MeSH:(4678 131204);PubMed;NORMAN:(NS00000985);COCONUT:(CNP0144183);PubChem:(4678 131204 5748487 54315096);CHEBI:(27373);PubChem class - bio and metabolites;KEGG:(C05944);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(PANTOTHENOL)	255617902	170.11739	31.4	224_group1_sirius_149	149
311	1	1	1	1	0.6574673463022858	-125.03911769754214	N/A	17.00867981393951	C24H27NO2	[M + H3N + H]+	FMJSMJQBSVNSBF	InChI=1S/C24H27NO2/c1-3-5-12-19(4-2)18-27-24(26)22(17-25)23(20-13-8-6-9-14-20)21-15-10-7-11-16-21/h6-11,13-16,19H,3-5,12,18H2,1-2H3	Octocrilene	CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N	7.0999999	22571;40501116;40424580;139024663	PubChem class - food;ZINC bio:(ZINC02522770 ZINC04975824);additional;MeSH:(22571);PubMed;NORMAN:(NS00010308);COCONUT:(CNP0162001);PubChem:(22571 40501116 40424580 139024663);CHEBI:(135526);PubChem class - safety and toxic;Training Set;PubChem class - drug	237789286	379.23827	391.005	5017_group1_sirius_13313	13313
312	1	1	1	1	0.657057857029255	-10.543842834690697	N/A	30.527657051452515	C11H20N2O5	[M + H]+	MYFMARDICOWMQP	InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)	gamma-Glu-leu	CC(C)CC(C(=O)O)NC(=O)CCC(C(=O)O)N	-2.4000001	151023;4524287;7009565;88491002;89124213;89124215;92223192;92223193;139584172	HMDB:(11171);SuperNatural:(SN00298523 SN00360047);ZINC bio:(ZINC02384788 ZINC04545920 ZINC04545921 ZINC04545922);additional;MeSH:(151023);PubMed;COCONUT:(CNP0259843);Natural Products:(UNPD189228 UNPD80161);PubChem:(151023 4524287 7009565 88491002 89124213 89124215 92223192 92223193 139584172);CHEBI:(133038 68433);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-20391)	20506734	261.14444	61.570246308190434	807_group1_sirius_451	451
313	1	1	1	1	0.6565372932524081	-20.304619386206287	N/A	64.15714947240181	C12H20O5	[M + H3N + H]+	HHXMOTDTSDYYEI	InChI=1S/C12H20O5/c13-10(8-9-12(16)17)6-4-2-1-3-5-7-11(14)15/h1-9H2,(H,14,15)(H,16,17)	4-Oxododecanedioic acid	C(CCCC(=O)CCC(=O)O)CCCC(=O)O	1.10000002	13213508	COCONUT:(CNP0028737 CNP0151133);Natural Products:(UNPD16991);PubChem:(13213508);SuperNatural:(SN00034246);ZINC bio:(ZINC35465466);additional;Training Set	3727362	262.16487	191.735	3034_group1_sirius_3865	3865
314	1	1	1	3	0.6564964918170788	-48.57163613242192	N/A	21.179327249610374	C16H19NO	[M + H]+	AGSLYHYWLYGAOU	InChI=1S/C16H19NO/c1-17-12-13-18-16(14-8-4-2-5-9-14)15-10-6-3-7-11-15/h2-11,16-17H,12-13H2,1H3	Nordiphenhydramine	CNCCOC(C1=CC=CC=C1)C2=CC=CC=C2	3.04207492	40791;38988260;71315742	NORMAN:(NS00005097);HMDB:(60535);PubChem:(40791 38988260 71315742);additional;PubChem class - bio and metabolites;MeSH:(40791);PubMed;KEGG Mine	8607498318	242.15413	199.8872380260192	4976_group1_sirius_4312	4312
315	1	7	1	11	0.6559004971105729	-248.6392839413524	N/A	7.443454940361167	C22H33N7O5	[M + H]+	VTPNOHQUAUFFMA	InChI=1S/C22H33N7O5/c23-13-18(30)27-16(12-14-6-2-1-3-7-14)19(31)28-15(8-4-10-26-22(24)25)20(32)29-11-5-9-17(29)21(33)34/h1-3,6-7,15-17H,4-5,8-13,23H2,(H,27,30)(H,28,31)(H,33,34)(H4,24,25,26)	1-[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]pyrrolidine-2-carboxylic acid	C1CC(N(C1)C(=O)C(CCCN=C(N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)CN)C(=O)O	-0.827348113	448916;18489891	PubChem:(448916 18489891);PubChem class - bio and metabolites	16777218	476.26479	357.68499999999995	468_group1_sirius_11736	11736
316	1	1	1	2	0.6550373060977062	-20.741504196349872	N/A	18.97115727385672	C16H19N3O5	[M + H]+	LLEUXCDZPQOJMY	InChI=1S/C16H19N3O5/c17-11(5-6-14(20)21)15(22)19-13(16(23)24)7-9-8-18-12-4-2-1-3-10(9)12/h1-4,8,11,13,18H,5-7,17H2,(H,19,22)(H,20,21)(H,23,24)	Thymogen	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C(CCC(=O)O)N	0.0593139641	1549461;1549462;1549463;100094;333386;4979439;6560244;67204174;69582190;69582192;71965912;89424036;129870370	COCONUT:(CNP0346684);HMDB:(28830);PubChem:(1549461 1549462 1549463 100094 333386 4979439 6560244 67204174 69582190 69582192 71965912 89424036 129870370);CHEBI:(73512);ZINC bio:(ZINC01576165 ZINC01576166);additional;PubChem class - bio and metabolites;MeSH:(100094);Training Set;PubMed;PubChem class - drug	52977774	334.13976	132.47500000000002	1906_group1_sirius_1082	1082
317	1	1	1	1	0.6539046189034645	-10.544937240498003	N/A	17.706328305131493	C21H30O2	[M + H]+	RJKFOVLPORLFTN	InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3	Agolutin	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	4.27788353	4920;5994;92940;638017;134665;164883;1201516;1807214;1807215;1807216;1274466;451149;7004693;7048588;7059604;7059605;7059606;7092664;7092665;7092666;5320716;6603959;10686837;12303971;12303979;12303982;12303986;12303989;12303990;12303992;9948776;11045235;11869413;11869414;11869415;11869416;11876098;11876099;11876100;16757724;18635648;16219863;16401562;23254805;23254811;23615931;25240420;25240988;44135692;44275133;44279092;45934500;50990729;54269927;54269929;56845853;57526392;58766357;58872617;59476904;58483135;71200542;70865784;71309321;70987742;70987859;87229071;90688632;90477727;102086390;117072378;118077684;118670641;123537676;123345062;123410055;124202960;129010392;134688829;135189961;135190011;135249041	HMDB:(1830);PubChem class - food;SuperNatural:(SN00011570 SN00035755 SN00034965 SN00072182 SN00011057 SN00072181 SN00091122 SN00380872);ZINC bio:(ZINC03874742 ZINC03874743 ZINC03874744 ZINC03874745 ZINC04081602 ZINC04081603 ZINC04340344 ZINC05229062 ZINC13542965 ZINC13542966 ZINC13542967 ZINC13542968 ZINC43574034 ZINC71404572);additional;HSDB:(57-83-0);MeSH:(5994);Plantcyc:(PROGESTERONE);PubMed;NORMAN:(NS00010899);COCONUT:(CNP0364236);KNApSAcK:(34649);Natural Products:(UNPD94794 UNPD108995 UNPD140981);PubChem:(4920 5994 92940 638017 134665 164883 1201516 1807214 1807215 1807216 1274466 451149 7004693 7048588 7059604 7059605 7059606 7092664 7092665 7092666 5320716 6603959 10686837 12303971 12303979 12303982 12303986 12303989 12303990 12303992 9948776 11045235 11869413 11869414 11869415 11869416 11876098 11876099 11876100 16757724 18635648 16219863 16401562 23254805 23254811 23615931 25240420 25240988 44135692 44275133 44279092 45934500 50990729 54269927 54269929 56845853 57526392 58766357 58872617 59476904 58483135 71200542 70865784 71309321 70987742 70987859 87229071 90688632 90477727 102086390 117072378 118077684 118670641 123537676 123345062 123410055 124202960 129010392 134688829 135189961 135190011 135249041);CHEBI:(17026);PubChem class - bio and metabolites;KEGG:(C00410);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(PROGESTERONE)	255781758	315.23243	305.865	346_group1_sirius_9612	9612
318	1	1	1	1	0.6533295610460479	-75.51292318604858	N/A	44.07308541432879	C12H15NO4	[M + H]+	IIRJJZHHNGABMQ	InChI=1S/C12H15NO4/c1-8(14)11(15)13-10(12(16)17)7-9-5-3-2-4-6-9/h2-6,8,10,14H,7H2,1H3,(H,13,15)(H,16,17)	null	CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)O	1.01311088	11075454;69759947;102199091	HMDB:(62175);PubChem:(11075454 69759947 102199091);PubMed;PubChem class - bio and metabolites	16777290	238.10738	162.5545293146372	1728_group1_sirius_2323	2323
319	1	1	1	4	0.650898784112396	-4.574197280392271	N/A	19.871911305599543	C17H19N5O3	[M + H]+	FBTYOQIYBULKEH	InChI=1S/C17H19N5O3/c18-13(6-11-8-19-9-21-11)16(23)22-15(17(24)25)5-10-7-20-14-4-2-1-3-12(10)14/h1-4,7-9,13,15,20H,5-6,18H2,(H,19,21)(H,22,23)(H,24,25)	histidyltryptophan	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C(CC3=CN=CN3)N	0.347651362	7009649;7009650;6539217;59041186	HMDB:(28896);PubChem:(7009649 7009650 6539217 59041186);CHEBI:(74058);additional;Training Set;PubMed	540778	342.15607	36.71	5132_group1_sirius_245	245
320	1	1	2	2	0.6506372295581746	-1.1797563341558146	N/A	123.42338497356933	C9H16O4	[M - H2O + H]+	BDJRBEYXGGNYIS	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	Acnederm	C(CCCC(=O)O)CCCC(=O)O	1.71370327	2266;3801344;19347555;56933547;72735488;71309726;87110957	HMDB:(784);PubChem class - food;SuperNatural:(SN00386191 SN00002167);ZINC bio:(ZINC01531036);additional;HSDB:(123-99-9);MeSH:(2266);Plantcyc:(CPD0-1265);PubMed;NORMAN:(NS00011498);COCONUT:(CNP0086335 CNP0225848);KNApSAcK:(45634);Natural Products:(UNPD104030);PubChem:(2266 3801344 19347555 56933547 72735488 71309726 87110957);CHEBI:(48131 78208);PubChem class - bio and metabolites;KEGG:(C08261);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD0-1265)	255781758	171.10155	240.44763702392578	2495_group1_sirius_6625	6625
321	1	1	1	3	0.650616281805021	-7.39857075129509	N/A	65.40137798209076	C18H36O4	[M + H]+	QSKPZDMBULYMDQ	InChI=1S/C18H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18(21)22-16-17(20)15-19/h17,19-20H,2-16H2,1H3	1-pentadecanoyl-glycerol	CCCCCCCCCCCCCCC(=O)OCC(CO)O	5.11662388	190750;46879024;71447313	NORMAN:(NS00013706);COCONUT:(CNP0278682);HMDB:(11563);Natural Products:(UNPD21626 UNPD112409);PubChem:(190750 46879024 71447313);SuperNatural:(SN00247507);PubChem class - bio and metabolites;PubMed	20217930	317.26879	361.8725	5703_group1_sirius_11892	11892
322	1	1	3	3	0.6496366298247346	-34.41911889576896	N/A	54.043043866632786	C14H26O4	[M - H2O + H]+	HQHCYKULIHKCEB	InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)	tetradecanedioate	C(CCCCCCC(=O)O)CCCCCC(=O)O	3.95976686	13185;7057923;102602254	HMDB:(872);SuperNatural:(SN00005653);ZINC bio:(ZINC03860440);additional;MeSH:(13185);PubMed;NORMAN:(NS00007914);COCONUT:(CNP0118313 CNP0288337);Natural Products:(UNPD157587);PubChem:(13185 7057923 102602254);CHEBI:(76281 76308);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	87875694	241.18001	266.88656249999997	5721_group1_sirius_8021	8021
323	1	1	1	3	0.6490093827107548	-11.694434157002393	N/A	44.303256030864034	C21H42N2O3	[M + H]+	QGCUAFIULMNFPJ	InChI=1S/C21H42N2O3/c1-4-5-6-7-8-9-10-11-12-13-14-16-20(24)22-17-15-18-23(2,3)19-21(25)26/h4-19H2,1-3H3,(H-,22,24,25,26)/p+1	Myristamidopropyl betaine	CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)O	5.80000019	100998;3034644;23393127	NORMAN:(NS00013872);PubChem class - safety and toxic;PubChem:(100998 3034644 23393127)	67371010	371.32685	280.10385812928257	3067_group1_sirius_8652	8652
324	1	4	1	10	0.6486999843771589	-330.4284773253803	N/A	6.815760480580393	C26H27N5O5	[M + H]+	BJKGAJDNTMKNMH	InChI=1S/C26H27N5O5/c1-29-15-18(26(34)31-10-12-36-13-11-31)23(32)22(29)24-28-19-14-16(8-9-20(19)30(24)2)27-25(33)17-6-4-5-7-21(17)35-3/h4-9,14-15,32H,10-13H2,1-3H3,(H,27,33)	null	CN1C=C(C(=C1C2=NC3=C(N2C)C=CC(=C3)NC(=O)C4=CC=CC=C4OC)O)C(=O)N5CCOCC5	2.0	135638550	COCONUT:(CNP0168818);PubChem:(135638550);SuperNatural:(SN00100958);ZINC bio:(ZINC36369914)	3153922	490.20757	234.75375000000003	6131_group1_sirius_6294	6294
325	1	1	1	1	0.6485425303535938	-29.134822546083775	N/A	25.949023014689708	C16H35NO2	[M + H]+	NKFNBVMJTSYZDV	InChI=1S/C16H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-17(13-15-18)14-16-19/h18-19H,2-16H2,1H3	Lauryldiethanolamine	CCCCCCCCCCCCN(CCO)CCO	4.5	352309;21224599	NORMAN:(NS00047598);PubChem class - safety and toxic;Training Set;PubChem:(352309 21224599);PubMed	67387458	274.27436	255.92902833482128	5600_group1_sirius_7319	7319
326	1	1	2	2	0.6482256142512044	-101.17042029616255	N/A	56.030470837587146	C13H25NO3	[M + H]+	HEUQYIQQCNOXOG	InChI=1S/C13H25NO3/c1-2-3-4-5-6-7-8-9-10-12(15)14-11-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	acylglycine C:11	CCCCCCCCCCC(=O)NCC(=O)O	3.79999995	454092	COCONUT:(CNP0135234);HMDB:(13286);PubChem:(454092);PubMed;CHEBI:(74438)	2097258	244.19087	228.24140625	1874_group1_sirius_5944	5944
327	1	1	1	1	0.6470888204353337	-30.421060226731168	N/A	62.791880978774515	C11H18N2O4	[M + H]+	MKCVLTRITQNGQI	InChI=1S/C11H18N2O4/c1-3-6(2)9(11(16)17)13-10(15)7-4-5-8(14)12-7/h6-7,9H,3-5H2,1-2H3,(H,12,14)(H,13,15)(H,16,17)	3-methyl-2-[(5-oxopyrrolidine-2-carbonyl)amino]pentanoic acid	CCC(C)C(C(=O)O)NC(=O)C1CCC(=O)N1	0.300000012	22799706;21405068;28182251;28182253;28182255;61132308;61174655;73900288;73900289;73911113;73911114;108102942;108102944;108103198;108103199	COCONUT:(CNP0123959);Natural Products:(UNPD217466);PubChem:(22799706 21405068 28182251 28182253 28182255 61132308 61174655 73900288 73900289 73911113 73911114 108102942 108102944 108103198 108103199);ZINC bio:(ZINC13541615);additional;Training Set	2678786	243.1338	124.4757342529297	2644_group1_sirius_831	831
328	1	1	2	20	0.6462779706490481	-88.70911771345375	N/A	88.23013452585116	C22H30O8	[M + H]+	XTRARZPRFYUCGZ	InChI=1S/C22H30O8/c1-27-17-7-13(8-18(28-2)21(17)25)5-15(11-23)16(12-24)6-14-9-19(29-3)22(26)20(10-14)30-4/h7-10,15-16,23-26H,5-6,11-12H2,1-4H3	1,4-Butanediol, 2,3-bis[(4-hydroxy-3,5-dimethoxyphenyl)methyl]-	COC1=CC(=CC(=C1O)OC)CC(CO)C(CC2=CC(=C(C(=C2)OC)O)OC)CO	2.5	10002343;11742971;14521033	COCONUT:(CNP0180104);KNApSAcK:(31533);Natural Products:(UNPD29140);PubChem:(10002343 11742971 14521033);SuperNatural:(SN00247621 SN00158869);PubMed	3178578	423.20092	171.97524140334835	2615_group1_sirius_2747	2747
