query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
912,0.7658,0.0005,225.1105,225.1100,CXMXRPHRNRROMY,sebacic acid,O=C(O)CCCCCCCCC(=O)O,77.1640,503,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
913,0.5292,26.0164,225.1116,251.1280,MQHNKCZKNAJROC,"dipropyl benzene-1,2-dicarboxylate",CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,219.2790,5451,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
914,0.6246,0.0002,225.1118,225.1120,MCAIMPGCWVIODY,"(E,2S,3R)-5-[3-hydroxy-2-(hydroxymethyl)phenyl]pent-4-ene-2,3-diol",C[C@H](O)[C@H](O)/C=C/c1cccc(O)c1CO,201.9770,4396,Organic compounds,Phenylpropanoids and polyketides,Cinnamyl alcohols,,Cinnamyl alcohols,Simple aromatic polyketides,Aromatic polyketides,Polyketides
915,0.6246,0.0000,225.1120,225.1120,MCAIMPGCWVIODY,"(E,2S,3R)-5-[3-hydroxy-2-(hydroxymethyl)phenyl]pent-4-ene-2,3-diol",C[C@H](O)[C@H](O)/C=C/c1cccc(O)c1CO,164.1780,2363,Organic compounds,Phenylpropanoids and polyketides,Cinnamyl alcohols,,Cinnamyl alcohols,Simple aromatic polyketides,Aromatic polyketides,Polyketides
916,0.4090,336.1698,225.1122,561.2820,OVBBFGXDDIFFMB,"4-({5-[5-hydroxy-3-({[(2Z)-2-methylbut-2-enoyl]oxy}methyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalen-1-yl}methoxy)-4-oxobutanoic acid",C/C=C(/C)C(=O)OCC(CCO)CCC1(C)C(C)CCC2(CO)C(COC(=O)CCC(=O)O)=CCCC21,178.9420,3061,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Colensane and clerodane diterpenoids,Colensane and Clerodane diterpenoids,Diterpenoids,Terpenoids
917,0.8392,0.0005,225.1485,225.1490,MSOHKYKACHEERC,2-(6-methyl-7-oxooctyl)-2H-furan-5-one [IIN-based: Match],CC(CCCCCC1OC(=O)C=C1)C(C)=O,142.6060,1369,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,,Linear polyketides,Polyketides
918,0.7676,0.0005,225.1485,225.1490,MSOHKYKACHEERC,2-(6-methyl-7-oxooctyl)-2H-furan-5-one [IIN-based: Match],CC(CCCCCC1OC(=O)C=C1)C(C)=O,237.0400,6372,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,,Linear polyketides,Polyketides
919,0.8604,0.0005,225.1485,225.1490,MSOHKYKACHEERC,2-(6-methyl-7-oxooctyl)-2H-furan-5-one [IIN-based: Match],CC(CCCCCC1OC(=O)C=C1)C(C)=O,166.2190,2414,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,,Linear polyketides,Polyketides
920,0.8707,0.0004,225.1486,225.1490,MSOHKYKACHEERC,2-(6-methyl-7-oxooctyl)-2H-furan-5-one [IIN-based: Match],CC(CCCCCC1OC(=O)C=C1)C(C)=O,156.5050,1983,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,,Linear polyketides,Polyketides
921,0.6074,619.3204,225.1486,844.4690,YQDXYGOKFNYKCJ,"(2S,3S,4S,5R,6R)-6-[[(2S,3R,4R,6aR,6bS,8aS,14bR)-2-hydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)C5CC[C@]43C)C2C1,134.2850,1072,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
923,0.8719,0.0004,225.1486,225.1490,MSOHKYKACHEERC,2-(6-methyl-7-oxooctyl)-2H-furan-5-one [IIN-based: Match],CC(CCCCCC1OC(=O)C=C1)C(C)=O,178.0570,3030,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,,Linear polyketides,Polyketides
924,0.6241,0.0004,225.1486,225.1490,GEWDNTWNSAZUDX,JASMONATE,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC,271.5190,8261,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Jasmonic acids,Jasmonic acids,Octadecanoids,Fatty acids
925,0.8383,0.0003,225.1487,225.1490,GEWDNTWNSAZUDX,Methyl Jasmonate (Mixiture of isomers),CCC=CCC1C(=O)CCC1CC(=O)OC,192.5040,3805,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Jasmonic acids,Jasmonic acids,Octadecanoids,Fatty acids
926,0.7846,0.0007,225.1487,225.1480,QASOACWKTAXFSE,"(3E)-4-(1,2,4-Trihydroxy-2,6,6-trimethylcyclohexyl)-3-buten-2-one",CC(=O)/C=C/C1(O)C(C)(C)CC(O)CC1(C)O,208.5700,4774,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,Apocarotenoids (β-); Megastigmanes,Apocarotenoids,Terpenoids
928,0.6878,82.0769,225.1851,307.2620,JYYFMIOPGOFNPK,Linolenic acid ethyl ester,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,413.4440,14177,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
929,0.4090,232.1829,225.1851,457.3680,CFQGYRORPAAHOS,"(1R,3aS,9bS,11aR)-7-hydroxy-1-[(2R,4E)-6-hydroxy-6-methylhept-4-en-2-yl]-3a,6,6,9b,11a-pentamethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-one",C[C@H](C/C=C/C(C)(C)O)[C@@H](CC1)[C@@](C)(CC[C@@]2(C)C(CCC(C3(C)C)O)C3=C3)[C@]1(C)C2C3=O,442.4490,15007,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cucurbitacins,Cucurbitacins,Cucurbitane triterpenoids,Triterpenoids,Terpenoids
930,0.6074,352.3329,225.1851,577.5180,YEJYLHKQOBOSCP,1-Palmitoyl-2-oleoyl-sn-glycerol,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,292.8380,9146,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,2-diacylglycerols",Diacylglycerols,Glycerolipids,Fatty acids
931,0.6074,301.2378,225.1852,526.4230,KHOXIGZKRZJQTF,TG(8:0/10:0/10:0),CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC)OC(=O)CCCCCCCCC,311.1180,9786,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols,Triacylglycerols,Glycerolipids,Fatty acids
932,0.8735,0.0002,225.1962,225.1960,ADFXKUOMJKEIND,"1,3-Dicyclohexylurea",C1CCC(CC1)NC(=O)NC2CCCCC2,254.6980,7287,Organic compounds,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas,Ureas,,,
933,0.5940,0.0006,225.9994,226.0000,NWBJYWHLCVSVIJ,6-(N-Benzylamino)purine,C1=CC=C(C=C1)CNC2=C3C(=NC=[NH+]2)N=CN3,218.1180,5347,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,6-alkylaminopurines,Purine alkaloids,Pseudoalkaloids,Alkaloids
934,0.5311,51.9948,226.1228,174.1280,UUFAJPMQSFXDFR,Desmethylselegiline,CC(CC1=CC=CC=C1)NCC#C,264.3590,7902,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives,Phenylalanine-derived alkaloids,Pseudoalkaloids,Alkaloids
935,0.4090,337.3689,226.1801,563.5490,FATBGEAMYMYZAF,"9-Octadecenamide, (Z)-",CCCCCCCC/C=C\CCCCCCCC(=O)N,228.1770,5941,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Primary amides,Fatty amides,Fatty acids
936,0.5503,15.0329,226.1801,241.2130,RWIPSJUSVXDVPB,methyl (Z)-tetradec-9-enoate,CCCCC=CCCCCCCCC(=O)OC,408.1190,13893,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
938,0.5946,0.0006,226.2166,226.2160,YASDXQQLKVMDLE,N-(10-hydroxy-10-methylundecyl)acetamide,CC(=O)NCCCCCCCCCC(C)(C)O,319.3630,10104,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Tertiary alcohols,,,
941,0.6194,0.0001,227.0791,227.0790,QIVBCDIJIAJPQS,tryptophan,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,59.6970,428,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indolyl carboxylic acids and derivatives,Aminoacids,Small peptides,Amino acids and Peptides; Shikimates and Phenylpropanoids
943,0.3459,109.2072,227.0828,336.2900,TUGAUFMQYWZJAB,bilobol,CCCCCC/C=C\CCCCCCCc1cc(O)cc(O)c1,283.6370,8795,Organic compounds,Benzenoids,Phenols,Benzenediols,Resorcinols,Catechols with side chains,Aromatic polyketides,Polyketides
944,0.3459,134.0450,227.0900,361.1350,YAPQBXQYLJRXSA,Theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,91.3590,558,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Xanthines,Purine alkaloids,Pseudoalkaloids,Alkaloids
945,0.8673,0.0001,227.0911,227.0910,WKGYQHYYELHOBX,"1-(2-hydroxy-4,6-dimethoxyphenyl)-2-methoxyethan-1-one",COCC(=O)c1c(O)cc(OC)cc1OC,128.4270,969,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,Acyl phloroglucinols,Phloroglucinols,Polyketides
946,0.6074,314.1006,227.0914,541.1920,AHTRGGWSBFOEEG,"methyl (4S,5Z,6S)-5-(2-hydroxyethylidene)-4-[2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C(=C\CO)[C@@H]1CC(=O)OCCc1ccc(O)cc1,138.6770,1357,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
947,0.7843,0.0004,227.1026,227.1030,PFEJJYZYEFRQEA,PyroGlu-Pro,C1CC(N(C1)C(=O)C2CCC(=O)N2)C(=O)O,32.1710,170,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
948,0.3459,68.9520,227.1180,296.0700,GXPIUNZCALHVBA,"N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide",CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1,143.4090,1385,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides,,,Alkaloids
950,0.5292,80.1345,227.1275,307.2620,JYYFMIOPGOFNPK,Linolenic acid ethyl ester,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,229.2390,6018,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
951,0.4090,411.1384,227.1276,638.2660,JGCNXPIMJMUVKE,"[3,4-dihydroxy-5-[2-methylidene-4-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[(4-hydroxy-2-methylidenebutanoyl)oxymethyl]oxan-2-yl]oxybutanoyl]oxyoxan-2-yl]methyl 4-hydroxy-2-methylidenebutanoate",OCCC(=C)C(=O)OCC1OCC(OC(=O)C(=C)CCO[C@@H]2O[C@H](COC(=O)C(=C)CCO)[C@@H](O)[C@H](O)[C@H]2O)C(O)C1O,155.2960,2005,Organic compounds,Lipids and lipid-like molecules,Saccharolipids,,Saccharolipids,Fatty acyl glycosides of mono- and disaccharides,Fatty acyl glycosides,Fatty acids
952,0.4090,304.2763,227.1277,531.4040,IELOKBJPULMYRW,D-.alpha.-Tocopherol Succinate,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,127.3110,936,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,Vitamin E compounds,Prenyl quinone meroterpenoids,Meroterpenoids,Terpenoids
953,0.5494,42.1192,227.1278,269.2470,IZFGRAGOVZCUFB,methyl palmitoleate,CCCCCC/C=C\CCCCCCCC(=O)OC,239.1110,6606,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
954,0.6241,0.0002,227.1278,227.1280,RZGFUGXQKMEMOO,"{(1R,2R)-2-[(2Z)-5-Hydroxy-2-penten-1-yl]-3-oxocyclopentyl}acetic acid",OCC\C=C/C[C@@H]1[C@H](CCC1=O)CC(O)=O,218.5100,5363,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Jasmonic acids,Jasmonic acids,Octadecanoids,Fatty acids
955,0.5541,42.1191,227.1279,269.2470,IZFGRAGOVZCUFB,methyl palmitoleate,CCCCCC/C=C\CCCCCCCC(=O)OC,256.5990,7327,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
956,0.5837,10.0931,227.1279,237.2210,SECPZKHBENQXJG,cis-9-Hexadecenoic acid,CCCCCC/C=C\CCCCCCCC(=O)O,185.1090,3441,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Unsaturated fatty acids,Fatty Acids and Conjugates,Fatty acids
957,0.5554,68.1331,227.1279,295.2610,WTTJVINHCBCLGX,"methyl (9Z,12Z)-octadeca-9,12-dienoate",CCCCCC=CCC=CCCCCCCCC(=O)OC,274.6830,8373,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
958,0.5521,367.2931,227.1279,594.4210,RZQNQMRSGMXXMH,"5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid",CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(O)=O,190.8140,3873,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Fatty acid estolides,Fatty esters,Fatty acids
959,0.5545,42.1201,227.1279,269.2480,FXCDESKKWMGGON,cis-7-Hexadecenoic acid methyl ester,CCCCCCCC/C=C\CCCCCC(=O)OC,171.2940,2778,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
960,0.5545,68.1331,227.1279,295.2610,WTTJVINHCBCLGX,"methyl (9Z,12Z)-octadeca-9,12-dienoate",CCCCCC=CCC=CCCCCCCCC(=O)OC,284.2700,8823,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
961,0.8200,0.0000,227.1280,227.1280,RZGFUGXQKMEMOO,"{(1R,2R)-2-[(2Z)-5-Hydroxy-2-penten-1-yl]-3-oxocyclopentyl}acetic acid",OCC\C=C/C[C@@H]1[C@H](CCC1=O)CC(O)=O,203.2690,4594,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Jasmonic acids,Jasmonic acids,Octadecanoids,Fatty acids
962,0.5554,82.1500,227.1280,309.2780,FMMOOAYVCKXGMF,Linoleic acid ethyl ester,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,210.4690,4936,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
963,0.5556,367.2930,227.1280,594.4210,RZQNQMRSGMXXMH,"5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid",CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(O)=O,298.9620,9357,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Fatty acid estolides,Fatty esters,Fatty acids
964,0.3504,208.1666,227.1284,435.2950,SCABKEBYDRTODC,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,414.2480,14241,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
965,0.3041,125.0842,227.1392,102.0550,PAJPWUMXBYXFCZ,1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID,C1CC1(C(=O)O)N,278.0520,8559,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,Aminoacids,Small peptides,Amino acids and Peptides
966,0.3041,125.0844,227.1394,102.0550,PAJPWUMXBYXFCZ,1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID,C1CC1(C(=O)O)N,306.6450,9636,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,Aminoacids,Small peptides,Amino acids and Peptides
968,0.8499,0.0002,227.1642,227.1640,DXNCZXXFRKPEPY,"1,11-Undecanedicarboxylic acid",C(CCCCCC(=O)O)CCCCCC(=O)O,231.9980,6206,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
969,0.4090,386.2068,227.1642,613.3710,RDHDUYAKDYQPEW,CHEMBL1563295,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c([O-])c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C.[Na+],228.0000,6017,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Diterpene glycosides,,,
970,0.4090,234.1488,227.1642,461.3130,KWEIJKWXQKCOKC,5-(hydroxymethyl)-3-(1-hydroxy-4-methylhexyl)oxolan-2-one [IIN-based on: CCMSLIB00000846526],CCC(C)CCC(O)C1CC(CO)OC1=O,223.3320,5681,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,Open-chain polyketides,Linear polyketides,Polyketides
971,0.7658,0.0002,227.1642,227.1640,DXNCZXXFRKPEPY,"1,11-Undecanedicarboxylic acid",C(CCCCCC(=O)O)CCCCCC(=O)O,247.5720,6905,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
972,0.4090,244.1857,227.1643,471.3500,MPDGHEJMBKOTSU,"(3beta,20beta)-3-hydroxy-11-oxoolean-12-en-29-oic acid",O=C(O)C1(C)CCC2(C)CCC3(C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1)C,252.6240,7220,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids,Terpenoids
973,0.8210,0.0003,227.1643,227.1640,BXXCVHNCCFZMSE,2-heptylhexanedioic acid,CCCCCCCC(CCCC(=O)O)C(=O)O,279.0730,8577,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
974,0.5521,332.2187,227.1643,559.3830,XBEDTLDOFCRJHC,"3-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-5-hydroxydecanoic acid",CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CC(O)CCCCC)CC(O)=O,167.8840,2583,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,3-(3-hydroxyalkanoyloxy)alkanoic acids,Fatty acid estolides; Hydroxy fatty acids,Fatty Acids and Conjugates; Fatty esters,Fatty acids
975,0.4090,280.0714,227.2006,507.2720,SCIXGQOSKNXPSL,"[(1S,9S,13R,14R)-14-hydroxy-14-(hydroxymethyl)-5,5-dimethyltetracyclo[11.2.1.0,?.0?,?]hexadecan-9-yl]methyl (2E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",CC(C)(CCC1)C2[C@]1(COC(/C=C/c(cc1)cc(O)c1O)=O)C(CC[C@H](C1)[C@@](CO)(C3)O)[C@]13CC2,298.4640,9406,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Kaurane diterpenoids,Kaurane and Phyllocladane diterpenoids,Diterpenoids,Terpenoids
977,0.8439,0.0013,227.2007,227.2020,YWWVWXASSLXJHU,Myristoleic acid,CCCC/C=C\CCCCCCCC(=O)O,350.5110,11193,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Unsaturated fatty acids,Fatty Acids and Conjugates,Fatty acids
978,0.7926,0.0013,227.2007,227.2020,YWWVWXASSLXJHU,Myristoleic acid,CCCC/C=C\CCCCCCCC(=O)O,286.7250,8994,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Unsaturated fatty acids,Fatty Acids and Conjugates,Fatty acids
979,0.3459,79.6794,227.4856,307.1650,VYFYYTLLBUKUHU,dopamine,C1=CC(=C(C=C1CCN)O)O,389.5580,13196,Organic compounds,Benzenoids,Phenols,Benzenediols,Catecholamines and derivatives,Phenylethylamines,Tyrosine alkaloids,Alkaloids
980,0.4090,216.7893,227.4857,444.2750,HREPKYSNTPRGQR,Nakijiquinone B,CC(C(NC(C(C(CC1(C)C(C)CCC2(C)C(C)=CCCC21)=C3O)=O)=CC3=O)C(O)=O)C,378.2280,12599,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Valine and derivatives,Colensane and Clerodane diterpenoids,Diterpenoids,Terpenoids
982,0.6237,0.0005,228.1215,228.1210,SNPLKNRPJHDVJA,Dexpanthenol,CC(C)(CO)C(O)C(O)=NCCCO,31.5590,177,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,N-acyl amines,Fatty amides,Fatty acids
986,0.6237,0.0001,228.1959,228.1960,GFVMHSQLCIEXNG,Andrachcinidine,CCCC(CC1CCCC(N1)CC(=O)C)O,248.8330,6998,Organic compounds,Organoheterocyclic compounds,Piperidines,,Piperidines,Piperidine alkaloids,Lysine alkaloids,Alkaloids
987,0.6237,0.0001,228.1959,228.1960,GFVMHSQLCIEXNG,Andrachcinidine,CCCC(CC1CCCC(N1)CC(=O)C)O,411.9030,14018,Organic compounds,Organoheterocyclic compounds,Piperidines,,Piperidines,Piperidine alkaloids,Lysine alkaloids,Alkaloids
988,0.5545,50.9518,228.2072,279.1590,DOIRQSBPFJWKBE,Dibutyl phthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,187.0770,3612,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
989,0.3459,88.9906,228.2324,317.2230,VXCAHHWNQSZQMI,(E)-N-(1-(benzylamino)-1-oxobutan-2-yl)-N-butylbut-2-enamide,C/C=C/C(=O)N(CCCC)C(CC)C(=O)NCc1ccccc1,345.8730,11090,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,,,Alkaloids
990,0.3459,72.0203,228.2687,300.2890,HXYVTAGFYLMHSO,Palmitoyl ethanolamide,CCCCCCCCCCCCCCCC(=O)NCCO,264.5760,7929,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,Carboximidic acids,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
991,0.4090,391.3443,228.2687,619.6130,JZJYYCFYGXPUMF,Oleoyl ethylamide,CCCCCCCC/C=C\CCCCCCCC(=O)NCC,281.1130,8567,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,N-acyl amines,Fatty amides,Fatty acids
994,0.3196,108.5304,228.6346,337.1650,GOJCZVPJCKEBQV,"2-O-(2-butoxy-2-oxoethyl) 1-O-butyl benzene-1,2-dicarboxylate",CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC,418.0170,14288,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
995,0.8849,0.0001,229.0861,229.0860,DXGLGDHPHMLXJC,(2-hydroxy-4-methoxyphenyl)-phenylmethanone,COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,300.3810,9388,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzophenones,Benzophenones,,,
996,0.4090,206.2041,229.0909,435.2950,SCABKEBYDRTODC,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,228.3260,5960,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
998,0.7147,15.9818,229.1068,213.1250,RWCOTTLHDJWHRS,Prolylproline,O=C(O)C2N(C(=O)C1NCCC1)CCC2,39.2460,260,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
