query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
975,0.6232,0.0001,223.1331,223.1330,GEWDNTWNSAZUDX,"methyl 2-[(1R,2R)-3-oxo-2-[(Z)-pent-2-e",CCC=CCC1C(CCC1=O)CC(=O)OC,305.9310,10242,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Jasmonic acids,Jasmonic acids,Octadecanoids,Fatty acids
976,0.4090,388.3196,223.1694,611.4890,GQEOLYBERRZZCE,8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585],CCCCCCCCC1OC1C(O)CCCCCCC(O)=O,262.4790,8256,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
978,0.5284,71.0264,223.1694,152.1430,DKNWSYNQZKUICI,adamantan-1-amine,NC12CC3CC(CC(C3)C1)C2,213.1950,5503,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Monoalkylamines,,,
979,0.4090,264.0996,223.1694,487.2690,IVHWWYNBMIROCV,Alpha-Dihydrogedunol,CC(=O)O[C@@H]1CC2C(C)(C)[C@H](O)CC[C@]2(C)C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4OC43[C@@]21C,289.1920,9748,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Limonoids,Limonoids,Triterpenoids,Terpenoids
980,0.4090,567.3986,223.1694,790.5680,LGCPAGYPUFWEBQ,Rangiformic acid,CCCCCCCCCCCCCC[C@H](C(=O)OC)[C@@H](C(=O)O)CC(=O)O,210.3520,5383,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
982,0.5554,84.0925,223.1695,307.2620,ZTRWPEHMGCHTIT,15-HEDE,CCCCCC(/C=C/C=C\CCCCCCCCCC(=O)O)O,407.5350,15084,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Other hydroxyeicosapolyenoic acids,Other Eicosanoids,Eicosanoids,Fatty acids
983,0.5554,84.0935,223.1695,307.2630,ZTRWPEHMGCHTIT,15-HEDE,CCCCCC(/C=C/C=C\CCCCCCCCCC(=O)O)O,403.7920,14860,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Other hydroxyeicosapolyenoic acids,Other Eicosanoids,Eicosanoids,Fatty acids
984,0.6254,46.0412,223.2058,269.2470,FXCDESKKWMGGON,cis-7-Hexadecenoic acid methyl ester,CCCCCCCC/C=C\CCCCCC(=O)OC,369.7340,13057,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
985,0.4090,220.1831,223.2059,443.3890,XUARCIYIVXVTAE,Uvaol,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)CO,316.4310,10634,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,Triterpenoids,Terpenoids
986,0.4090,227.2665,223.9885,451.2550,VAHMWGICKYTGSY,,Fc1ccc(cc1)C(OCCN2CCN(CCCc3ccccc3)CC2)c4ccc(F)cc4.Cl,426.9210,15999,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,Isoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
987,0.4090,227.2665,223.9885,451.2550,VAHMWGICKYTGSY,,Fc1ccc(cc1)C(OCCN2CCN(CCCc3ccccc3)CC2)c4ccc(F)cc4.Cl,409.5800,15181,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,Isoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
988,0.4090,367.1901,224.0379,591.2280,FEOUZTHPXRJPIX,3-[(4-ethylphenyl)(4-hydroxy-2-oxo-8-phenyl(3-hydroquinolyl))methyl]-4-hydroxy -1-phenylhydroquinolin-2-one,CCc1ccc(C(c2c(O)nc3c(-c4ccccc4)cccc3c2O)c2c(O)c3ccccc3n(-c3ccccc3)c2=O)cc1,162.0500,2778,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,Tryptophan alkaloids,Alkaloids
989,0.4090,234.1661,224.0779,458.2440,ULAZJDQQOJEKRU,"6-ethyl-4-[(4-{[5-methyl-2-(4-methylphenyl)(1,3-oxazol-4-yl)]methyl}piperaziny l)methyl]chromen-2-one",CCc1ccc2oc(=O)cc(CN3CCN(Cc4nc(-c5ccc(C)cc5)oc4C)CC3)c2c1,26.1680,19,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,,Coumarins and derivatives,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
991,0.4837,598.2412,225.0738,823.3150,MYTOZWCQVXHVIO,"""2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene""",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,113.7180,897,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
992,0.4090,208.0180,225.0740,433.0920,QXKHYNVANLEOEG,"9-methoxy-7H-furo[3,2-g]chromen-7-one",COc(c(occ1)c1cc1C=C2)c1OC2=O,39.9250,308,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,8-methoxypsoralens,Furocoumarins; Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
993,0.4090,222.2710,225.0740,447.3450,ZVFDTKUVRCTHQE,Diisodecyl phthalate,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,43.4660,384,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
996,0.3459,86.9778,225.1022,312.0800,KDRIURZVJMYZNJ,2-(4-hydroxyquinazolin-2-ylthio)-N-phenylacetamide,OC(CSc1nc(O)c2ccccc2n1)=Nc1ccccc1,220.3830,5930,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
997,0.7649,0.0004,225.1104,225.1100,CXMXRPHRNRROMY,sebacic acid,O=C(O)CCCCCCCCC(=O)O,76.7690,652,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
998,0.6246,0.0002,225.1118,225.1120,MCAIMPGCWVIODY,"(E,2S,3R)-5-[3-hydroxy-2-(hydroxymethyl)phenyl]pent-4-ene-2,3-diol",C[C@H](O)[C@H](O)/C=C/c1cccc(O)c1CO,202.0340,4834,Organic compounds,Phenylpropanoids and polyketides,Cinnamyl alcohols,,Cinnamyl alcohols,Simple aromatic polyketides,Aromatic polyketides,Polyketides
999,0.4090,581.0292,225.1118,806.1410,XFLTYUCKJRFDOU,"[(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-4,5,6-tris[(3,4,5-trihydroxybenzoyl)oxy]oxan-3-yl] 3,4,5-trihydroxybenzoate",O=C(O[C@@H]1O[C@H](CO)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,219.1150,5899,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
1000,0.6246,0.0000,225.1120,225.1120,MCAIMPGCWVIODY,"(E,2S,3R)-5-[3-hydroxy-2-(hydroxymethyl)phenyl]pent-4-ene-2,3-diol",C[C@H](O)[C@H](O)/C=C/c1cccc(O)c1CO,163.9990,2870,Organic compounds,Phenylpropanoids and polyketides,Cinnamyl alcohols,,Cinnamyl alcohols,Simple aromatic polyketides,Aromatic polyketides,Polyketides
1001,0.8383,0.0002,225.1122,225.1120,DQNGMIQSXNGHOA,"(3Z)-3-Butylidene-6,7-dihydroxy-4,5,6,7-tetrahydro-2-benzofuran-1(3H)-one",CCC\C=C\1OC(=O)\C2=C1CCC(O)C2O,179.1230,3656,Organic compounds,Organoheterocyclic compounds,Isobenzofurans,,Isobenzofurans,Phthalide derivatives,Cyclic polyketides,Polyketides
1002,0.3459,75.0647,225.1193,300.1840,DIFCQUCKDCMGLZ,7'-hydroxy-N-geranyl-L-glutamic acid,C/C(CO)=C\CC/C(C)=C/C[N+]([H])([H])[C@@H](CCC(O)=O)C(O)=O,390.4950,14212,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives,,,
1003,0.6333,278.1728,225.1332,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,27.6690,64,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
1004,0.6241,0.0005,225.1485,225.1490,GEWDNTWNSAZUDX,Methyl Jasmonate (Mixiture of isomers),CCC=CCC1C(=O)CCC1CC(=O)OC,237.2800,6748,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Jasmonic acids,Jasmonic acids,Octadecanoids,Fatty acids
1005,0.8551,0.0005,225.1485,225.1480,MSOHKYKACHEERC,2-(6-methyl-7-oxooctyl)-2H-furan-5-one,CC(CCCCCC1OC(=O)C=C1)C(C)=O,165.9810,2928,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,,Linear polyketides,Polyketides
1006,0.7728,0.0006,225.1486,225.1480,KCLMUIFNZXEZFL,"6-Oxabicyclo[3.2.1]octane-3,8-diol, 8-[(1E)-3-hydroxy-1-buten-1-yl]-1,5-dimethyl-",CC(O)/C=C/C1(O)C2(C)COC1(C)CC(O)C2,156.5740,2426,Organic compounds,Organoheterocyclic compounds,Oxepanes,,Oxepanes,Apocarotenoids (β-),Apocarotenoids,Terpenoids
1007,0.4887,241.1164,225.1486,466.2650,OKNPZRJNRSGKME,"beta-D-Glucopyranoside, (1R)-1-ethenyl-1,5-dimethyl-4-hexen-1-yl 6-O-alpha-L-arabinopyranosyl-",CC(C)=CCC[C@@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C=C,134.3400,1418,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Acyclic monoterpenoids,Monoterpenoids,Terpenoids
1009,0.8604,0.0004,225.1486,225.1490,MSOHKYKACHEERC,2-(6-methyl-7-oxooctyl)-2H-furan-5-one [IIN-based: Match],CC(CCCCCC1OC(=O)C=C1)C(C)=O,178.0770,3612,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,,Linear polyketides,Polyketides
1010,0.8174,0.0004,225.1486,225.1490,GEWDNTWNSAZUDX,Methyl Jasmonate (Mixiture of isomers),CCC=CCC1C(=O)CCC1CC(=O)OC,192.5350,4330,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Jasmonic acids,Jasmonic acids,Octadecanoids,Fatty acids
1011,0.7846,0.0007,225.1487,225.1480,MSOHKYKACHEERC,2-(6-methyl-7-oxooctyl)-2H-furan-5-one,CC(CCCCCC1OC(=O)C=C1)C(C)=O,208.3610,5263,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,,Linear polyketides,Polyketides
1013,0.6878,82.0769,225.1851,307.2620,JYYFMIOPGOFNPK,Linolenic acid ethyl ester,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,413.3770,15386,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
1014,0.4090,232.1829,225.1851,457.3680,CFQGYRORPAAHOS,"(1R,3aS,9bS,11aR)-7-hydroxy-1-[(2R,4E)-6-hydroxy-6-methylhept-4-en-2-yl]-3a,6,6,9b,11a-pentamethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-one",C[C@H](C/C=C/C(C)(C)O)[C@@H](CC1)[C@@](C)(CC[C@@]2(C)C(CCC(C3(C)C)O)C3=C3)[C@]1(C)C2C3=O,442.4490,16537,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cucurbitacins,Cucurbitacins,Cucurbitane triterpenoids,Triterpenoids,Terpenoids
1015,0.5499,216.2099,225.1851,441.3950,NVQGQHXFWUBOAU,Mononervonin (15c),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)OCC(CO)O,292.9330,9769,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,1-monoacylglycerols,Diacylglycerols; Monoacylglycerols,Glycerolipids,Fatty acids
1016,0.6237,0.0001,225.1851,225.1850,RHOQRBVFJSAQTR,tetradec-5-ynoic acid,CCCCCCCCC#CCCCC(=O)O,311.2100,10382,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Hydrocarbons,Fatty acyls,Fatty acids
1017,0.8735,0.0001,225.1961,225.1960,ADFXKUOMJKEIND,"1,3-Dicyclohexylurea",C1CCC(CC1)NC(=O)NC2CCCCC2,254.6820,7742,Organic compounds,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas,Ureas,,,
1018,0.5940,0.0006,225.9994,226.0000,NWBJYWHLCVSVIJ,6-(N-Benzylamino)purine,C1=CC=C(C=C1)CNC2=C3C(=NC=[NH+]2)N=CN3,218.1180,5826,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,6-alkylaminopurines,Purine alkaloids,Pseudoalkaloids,Alkaloids
1019,0.5311,51.9948,226.1228,174.1280,UUFAJPMQSFXDFR,Desmethylselegiline,CC(CC1=CC=CC=C1)NCC#C,264.4250,8393,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives,Phenylalanine-derived alkaloids,Pseudoalkaloids,Alkaloids
1020,0.4090,337.3689,226.1801,563.5490,FATBGEAMYMYZAF,"9-Octadecenamide, (Z)-",CCCCCCCC/C=C\CCCCCCCC(=O)N,228.2340,6331,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Primary amides,Fatty amides,Fatty acids
1021,0.5503,15.0329,226.1801,241.2130,RWIPSJUSVXDVPB,methyl (Z)-tetradec-9-enoate,CCCCC=CCCCCCCCC(=O)OC,408.1430,15029,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
1022,0.4887,312.6137,226.2163,538.8300,YDNKGFDKKRUKPY,"(2S,3R,4E)-2-palmitoylaminooctadec-4-ene-1,3-d",CCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O,245.7750,7255,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides,Ceramides,Sphingolipids,Fatty acids
1023,0.4090,369.3736,226.2164,595.5900,ZWAUSWHRQBSECP,Cer(d18:0/20:0),CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](CCCCCCCCCCCCCCC)O,262.2760,8304,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides,Ceramides,Sphingolipids,Fatty acids
1025,0.5967,0.0006,226.2166,226.2160,YASDXQQLKVMDLE,N-(10-hydroxy-10-methylundecyl)acetamide,CC(=O)NCCCCCCCCCC(C)(C)O,380.3470,13592,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Tertiary alcohols,,,
1029,0.4090,514.3839,227.0791,741.4630,VVUAHGLHHLVKDR,"[3-hydroxy-1-[3-hydroxy-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)decan-5-yl]oxy-1-oxodecan-5-yl] 3,5-dihydroxydecanoate",CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OCC(O)C(O)C(O)C(O)CO,59.7870,530,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,,,Fatty acids; Polyketides
1030,0.3459,109.2073,227.0827,336.2900,TUGAUFMQYWZJAB,bilobol,CCCCCC/C=C\CCCCCCCc1cc(O)cc(O)c1,283.7560,9339,Organic compounds,Benzenoids,Phenols,Benzenediols,Resorcinols,Catechols with side chains,Aromatic polyketides,Polyketides
1032,0.4090,280.8873,227.0907,507.9780,VWGAYSCWLXQJBQ,"Methyl 4-iodo-2-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoylsulfamoyl]benzoate",Cc2nc(NC(=O)NS(=O)(=O)c1cc(I)ccc1C(=O)OC)nc(OC)n2,77.8770,669,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,S-triazinyl-2-sulfonylureas,,,Alkaloids
1033,0.8412,0.0001,227.0911,227.0910,WKGYQHYYELHOBX,"1-(2-hydroxy-4,6-dimethoxyphenyl)-2-methoxyethan-1-one",COCC(=O)c1c(O)cc(OC)cc1OC,128.6110,1304,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,Acyl phloroglucinols,Phloroglucinols,Polyketides
1034,0.6290,0.0003,227.0913,227.0910,WKGYQHYYELHOBX,"1-(2-hydroxy-4,6-dimethoxyphenyl)-2-methoxyethan-1-one",COCC(=O)c1c(O)cc(OC)cc1OC,138.9710,1769,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,Acyl phloroglucinols,Phloroglucinols,Polyketides
1035,0.8689,0.0005,227.1025,227.1030,PFEJJYZYEFRQEA,PyroGlu-Pro,C1CC(N(C1)C(=O)C2CCC(=O)N2)C(=O)O,31.1110,140,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
1036,0.5906,248.1285,227.1045,475.2330,ZVFMDVFPBVFGPG,"(1R,2R,4S,16R,17R,20S)-2-Hydroxy-13,20-dimethoxy-4,7,17,22,22-pentamethyl-5,10,21,23-tetraoxahexacyclo[18.2.1.0~1,17~.0~4,16~.0~6,14~.0~8,12~]tricosa-6(14),7,12-trien-11-one",COC1=C2C[C@H]3[C@](C)(C[C@@H](O)[C@]45O[C@@](CC[C@]34C)(OC)OC5(C)C)OC2=C(C)C6=C1C(=O)OC6,147.2610,1925,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Xanthenes,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
1037,0.3459,68.9520,227.1180,296.0700,GXPIUNZCALHVBA,"N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide",CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1,143.4090,1786,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides,,,Alkaloids
1039,0.5521,518.3815,227.1275,745.5090,PBYPZVMETKFGQR,"5-[5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid",CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(O)=O,229.2720,6388,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Fatty acid estolides,Fatty esters,Fatty acids
1040,0.5311,30.0105,227.1275,197.1170,NPQKQKITPJTEBK,Germicidin A,CCc1c(O)cc([C@@H](C)CC)oc1=O,155.3510,2461,Organic compounds,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,Pyranones and derivatives,2-pyrone derivatives,Cyclic polyketides,Polyketides
1041,0.4090,301.1863,227.1277,528.3140,CTXQVLLVFBNZKL,"2-[2-[(3R,4R,5S,7S,14R,16S)-17-amino-4,14,16-trihydroxy-3,7-dimethylheptadecan-5-yl]oxy-2-oxoethyl]butanedioic acid",CC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCC[C@H](C[C@@H](CN)O)O)OC(=O)CC(CC(=O)O)C(=O)O)O,127.3980,1250,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Open-chain polyketides,Linear polyketides,Polyketides
1042,0.5327,41.9738,227.1278,185.1540,PHXATPHONSXBIL,FIO00260 gamma-Undecalactone,CCCCCCC[C@@H](C1)OC(=O)C1,239.3980,6951,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Lactones,Fatty esters,Fatty acids
1043,0.5279,102.1402,227.1278,329.2680,LUIGTZGBXWZJAX,"1,4-dihydroxyheptadec-16-en-2-yl acetate",CC(=O)OC(CO)CC(O)CCCCCCCCCCCC=C,259.2720,8011,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,Fatty alcohols,Fatty acyls,Fatty acids
1044,0.5485,367.2932,227.1278,594.4210,RZQNQMRSGMXXMH,"5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid",CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(O)=O,218.4220,5840,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Fatty acid estolides,Fatty esters,Fatty acids
1045,0.6878,14.0851,227.1279,241.2130,RWIPSJUSVXDVPB,methyl (Z)-tetradec-9-enoate,CCCCC=CCCCCCCCC(=O)OC,185.1600,4000,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
1046,0.5286,68.1331,227.1279,295.2610,WTTJVINHCBCLGX,"methyl (9Z,12Z)-octadeca-9,12-dienoate",CCCCCC=CCC=CCCCCCCCC(=O)OC,274.7290,8866,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
1047,0.5319,2.0151,227.1279,229.1430,ZUNJWEGRDSXKIO,9-methoxycarbonyldec-9-enoic acid,COC(=O)C(=C)CCCCCCCC(O)=O,300.5740,10053,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Oxo fatty acids,Fatty Acids and Conjugates,Fatty acids
1048,0.5554,14.0851,227.1279,241.2130,RWIPSJUSVXDVPB,methyl (Z)-tetradec-9-enoate,CCCCC=CCCCCCCCC(=O)OC,191.0220,4400,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
1049,0.5550,41.9739,227.1279,185.1540,PHXATPHONSXBIL,FIO00259 gamma-Undecalactone,CCCCCCC[C@@H](C1)OC(=O)C1,171.2750,3374,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Lactones,Fatty esters,Fatty acids
1050,0.5545,55.9889,227.1279,171.1390,IFYYFLINQYPWGJ,FIO00041 gamma-Decalactone,CCCCCCC(C1)OC(=O)C1,284.3150,9370,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Lactones,Fatty esters,Fatty acids
1051,0.7724,0.0001,227.1279,227.1280,RZGFUGXQKMEMOO,"{(1R,2R)-2-[(2Z)-5-Hydroxy-2-penten-1-yl]-3-oxocyclopentyl}acetic acid",OCC\C=C/C[C@@H]1[C@H](CCC1=O)CC(O)=O,203.2170,5066,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Jasmonic acids,Jasmonic acids,Octadecanoids,Fatty acids
1052,0.5554,106.1510,227.1280,333.2790,LKBDTOYINRNCSY,.omega.-3 Arachidonic acid ethyl ester,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OCC,210.5570,5424,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Wax monoesters,Fatty esters,Fatty acids
1053,0.4090,382.3230,227.1280,609.4510,LWLZENCFJJMQMA,"1,2,6,6,10,17,20-heptamethyl-17-[(2-methylcyclohexyl)oxycarbonyl]-12-oxopentac yclo[12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate",CC(=O)OC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4CC(C)(C(=O)OC5CCCCC5C)CCC4(C)CCC23C)C1(C)C,297.6570,9905,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids,Terpenoids
1054,0.5545,55.9893,227.1283,171.1390,IFYYFLINQYPWGJ,FIO00041 gamma-Decalactone,CCCCCCC(C1)OC(=O)C1,414.0890,15463,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Lactones,Fatty esters,Fatty acids
1055,0.3041,125.0842,227.1392,102.0550,PAJPWUMXBYXFCZ,1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID,C1CC1(C(=O)O)N,278.0560,9096,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,Aminoacids,Small peptides,Amino acids and Peptides
1056,0.3041,125.0844,227.1394,102.0550,PAJPWUMXBYXFCZ,1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID,C1CC1(C(=O)O)N,306.4210,10258,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,Aminoacids,Small peptides,Amino acids and Peptides
1058,0.8233,0.0002,227.1642,227.1640,DXNCZXXFRKPEPY,"1,11-Undecanedicarboxylic acid",C(CCCCCC(=O)O)CCCCCC(=O)O,231.7160,6532,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
